output_id,bucket_id,period_id,delivered_output_quantity,delivered_output_quality_score,output_cost_per_unit,total_cost
30,20,6,658.2251975023829,0.7014513349792573,98.22585403693354,64654.732173300814
31,20,7,663.0701121451841,0.6865483948406925,106.37527792078392,70534.26746040932
32,20,8,613.1733540138893,0.7001267947828712,119.54310960726403,73300.64946713607
33,20,9,649.5165649186151,0.7197610720801035,111.75183027337515,72584.66492253073
34,20,10,782.9711985579222,0.6161411655131749,71.23782749196917,55777.1671740496
35,20,11,773.0054888672195,0.6919274694944032,74.53033165554827,57612.355456833095
36,20,12,601.8160297394287,0.702891559589184,81.89621990837274,49286.457915924046
37,20,13,711.5791707838056,0.7993697221030385,73.96463257873121,52631.69191770241
38,20,14,734.7829425999031,0.7692316642654551,79.62855003026249,58509.70030619988
39,20,15,716.4434240703791,0.7320155550075069,93.43206459084071,66938.78827342675
40,20,16,678.5227426061836,0.6543312370736563,95.95177856403788,65105.46394921219
41,20,17,694.5814624631435,0.8139126877029308,82.09701471496892,57023.06454458132
42,20,18,596.0540880112578,0.6948611274172886,100.25324988442632,59756.359430026474
43,20,19,614.7472950764952,0.801214928845152,95.4606368872418,58684.1683127114
44,20,20,547.251451101055,0.7609921766558719,103.34907738425046,56557.932568486285
45,20,21,634.1954176324067,0.773570978533861,96.12877341971306,60964.427605405916
46,20,22,604.3429470647083,0.8340221180288615,91.73674662586424,55440.45581000323
47,20,23,594.3879702696133,0.7542876294788085,99.20356329605347,58965.404631054334
48,20,24,549.6024210870232,0.7885348229376454,99.04895893828576,54437.547638631004
49,21,1,1515.7547302624525,0.7589824376575044,39.91092605064818,60495.174950424924
50,21,2,1348.5364884138285,0.8519251144332068,45.56517485366967,61446.30089112977
51,21,3,1279.5362266951001,0.734580475804294,48.902312948952485,62572.28098736559
52,21,4,1316.1753654481022,0.8610812767517332,45.473541505425246,59851.15510912252
53,21,5,1380.9360578780866,0.804948905978007,42.21438053623216,58295.36024346987
54,21,6,1292.155410931326,0.7977864782013248,46.203534680248275,59702.147341235985
55,21,7,1356.3950587851027,0.7611997446984168,45.17049900581662,61269.041654347064
56,21,8,1486.2235443156665,0.8336275077496311,39.69389237591892,58993.99741462283
57,21,9,1564.0391917563636,0.7627320572148909,35.54936654670114,55600.60252115316
58,21,10,1529.6394233645149,0.8866118197580365,30.20355131028324,46200.54280982219
59,21,11,1223.9146141152346,0.8235950962267891,38.08745307036767,46615.79042725116
60,21,12,1341.3846619373894,0.9010856305161772,33.68039515386575,45178.365467385906
61,21,13,1401.1675848515536,0.8285138725493324,38.89137860374758,54493.339029760384
62,21,14,1244.8798547968006,0.9709287774670907,42.124120621768576,52439.46916307018
63,21,15,1340.2728677361952,0.9266512587786696,38.59905782909934,51733.269928522204
64,21,16,1341.3664825335024,0.929694695402946,36.89067986991919,49483.92149538299
65,21,17,1194.9501089515604,0.9270185723988423,42.192854529302046,50418.356116766816
66,21,18,1277.6542500464295,0.8082943074186827,38.657458738824275,49390.86645365332
67,21,19,1193.0862376884666,0.8217011512006834,40.01121434610024,47736.829189535536
68,21,20,1270.8402718128998,0.9020705740430089,40.775553941685175,51819.216054572746
69,21,21,1319.989029722342,0.8386577055718176,37.129029532007515,49009.911666486776
70,21,22,1336.993687768013,0.8872234469710398,34.65209841822598,46329.636853084085
71,21,23,1128.9931768496085,0.8271626039288086,41.099461470298884,46401.011572160816
72,21,24,1119.4474454264953,0.9197410847282129,42.725055540366554,47828.45428036847
73,22,1,1104.234899955105,0.825857866527179,38.12940306755119,42103.81758164526
74,22,2,1046.0515736959994,0.8518794221104463,39.4699574700555,41287.61112526572
75,22,3,1235.5498119123495,0.9022170220213008,33.80928418992048,41773.05472174742
76,22,4,1260.4481436266228,0.8336329841330088,33.183723583549224,41826.362789503604
77,22,5,1093.9925068901466,0.8634639248654262,38.988762042094024,42653.41352697383
78,22,6,1188.0060936591942,0.8143029090823535,35.675368597051715,42382.5552868353
79,22,7,1146.7807269349835,0.8367720507483575,39.00452940499351,44729.642584815396
80,22,8,1033.2207250528165,0.8515404545378554,40.42607185774668,41769.05527589828
81,22,9,1180.764264458259,0.847798662923938,33.57264504569399,39641.37953329708
82,22,10,1179.518811674298,0.9255847978977235,27.45868600012291,32388.036681002657
83,22,11,1043.5408181326125,0.8965689944644323,29.23756904570232,30510.596722160943
84,22,12,1226.2192762153118,0.875536424454946,25.41826282131571,31168.36383940432
85,22,13,1121.7643283295572,0.9084606799238146,34.896779076483035,39145.96194159594
86,22,14,1225.8310495792296,0.8841457663042831,29.689865176150875,36394.758590746846
87,22,15,1318.9727680836547,0.9871731531311668,26.87387992115073,35445.91578874793
88,22,16,979.4342361996485,0.8983757282680634,34.50735648127899,33797.68633851047
89,22,17,1090.3579259347878,0.8248184206543543,30.38438425609211,33129.85419827821
90,22,18,1059.7776672640268,0.8484725892207502,33.55460166625214,35560.41747983432
91,22,19,849.6469354903014,0.907802760704053,38.66071933080484,32847.961703268986
92,22,20,1109.0873214770068,0.8500781605442559,29.09490428173463,32268.78945845896
93,22,21,914.8233091923796,0.8067110090713341,34.262265413515365,31343.91902601974
94,22,22,853.88958484658,0.8247427883279491,40.333789943813414,34440.603150412
95,22,23,1068.9545492852285,0.7899366881840097,30.798817419891574,32922.53599359824
96,22,24,943.8008061255563,0.8282720504033735,33.66360336436425,31771.73599237797
97,23,1,787.078112832233,0.6802607338067264,23.060166906175343,18150.152650108805
98,23,2,761.2643042614527,0.6837715928869726,24.60204056753401,18728.655296055815
99,23,3,714.2580722370237,0.6932167332293443,26.606980980834706,19004.250943418152
100,23,4,846.50771300075,0.6837306920484741,21.49850857787688,18198.653329185563
101,23,5,843.8900820214305,0.771220088815888,23.96922276940746,20227.389368865202
102,23,6,758.72333775044,0.7551723588845094,23.51614148907178,17842.245361600144
103,23,7,662.5384598435286,0.6856486362856985,23.318715253941374,15449.545689876115
104,23,8,732.9742387839835,0.6746266529158549,21.49691904584924,15756.687873832263
105,23,9,644.9341243883738,0.7321133111588702,24.127954105848982,15560.940954538582
106,23,10,225.61323448608977,0.7647218358521677,60.0025392286944,13537.36695276423
107,23,11,622.1276895684845,0.7165359841209852,20.85633158799652,12975.301383714477
108,23,12,722.7742832449319,0.7602008982257313,16.680904211991486,12056.528585699512
109,23,13,727.2872573948868,0.7827825619547187,23.291772855099207,16939.809599649772
110,23,14,621.544054288275,0.7321350880862658,27.85321669942894,17312.00123233295
111,23,15,688.9924196269573,0.6856669537120373,21.41338269595416,14753.658356083473
112,23,16,760.5212231880347,0.6832154579106882,20.144634483084978,15320.42205775165
113,23,17,702.9560731142178,0.6904222648954571,19.794271814673586,13914.503584998385
114,23,18,220.13388249000707,0.6301144680002219,59.160331992848526,13023.193570983523
115,23,19,200.33185856288696,0.6884548529206218,82.58934339723059,16545.276660255702
116,23,20,196.94368119383563,0.7196241837484246,93.7690299410083,18467.217938557165
117,23,21,216.19279187774703,0.71163371014493,77.7261020920252,16803.82301304972
118,23,22,684.1866658015841,0.7117155227975764,25.129691481209104,17193.39982715093
119,23,23,761.2285050364649,0.7453272164866722,23.53154640462421,17912.883890788285
120,23,24,648.9863011344772,0.7068696840499326,27.444845099953923,17811.32850662778
121,24,1,779.5443503906176,0.7320215119760689,45.405048962352026,35395.2493978109
122,24,2,796.0596186030263,0.8135947964081216,38.01735902372326,30264.084324719457
123,24,3,745.0916459332826,0.7874368321179266,43.51293203101297,32421.12214637051
124,24,4,744.3941393010219,0.8552926249390895,46.03396352195623,34267.41265454125
125,24,5,642.9713561131252,0.8578535249402641,49.12594781677672,31586.577288095552
126,24,6,759.0132983374496,0.7774835840263767,44.70169081391832,33929.17778593301
127,24,7,826.6260778533269,0.8928439230103002,34.223336866123,28289.902724696425
128,24,8,646.0677347783613,0.7906967657992922,51.680438741062844,33389.06398979034
129,24,9,767.7755061569667,0.8338297089040807,47.585354574968314,36534.869694455025
130,24,10,794.7925369229022,0.8287816449823464,37.811791670696834,30052.529827553397
131,24,11,681.1300462134351,0.8170153118997845,43.42148791737961,29575.680071820887
132,24,12,680.7916371930472,0.7202629998432072,45.599363396085934,31043.66526138205
133,24,13,769.3379386979775,0.7047330802275086,50.57214766689145,38907.071841576006
134,24,14,706.9376817351833,0.824977465000689,54.55073201300726,38563.96802623261
135,24,15,811.2950734612925,0.7665055469695511,49.13194989164654,39860.50889663993
136,24,16,658.1120669163041,0.8052889904907844,56.44758716140696,37148.838259231765
137,24,17,731.2965399889137,0.7244278000693566,59.364873781638764,43413.326793391
138,24,18,753.4049388395707,0.6947364138043933,55.62773774315394,41910.21235216458
139,24,19,673.5514420776767,0.6753467768113238,60.5436623808414,40779.27110527971
140,24,20,901.5669537858846,0.6797423080298353,46.39871386036515,41831.54711467231
141,24,21,779.178260035209,0.6726495618344026,54.133408870108084,42179.57533318536
142,24,22,886.8088070605949,0.7024976484336937,49.43080632659563,43835.674390531574
143,24,23,755.4769943280503,0.7113823157187928,49.85462673262022,37664.02355730679
144,24,24,843.1606269127188,0.8265820842151694,41.702307257587485,35161.74353101429
145,25,1,1005.8130197274968,0.6608449455740365,20.004691975082046,20120.979644175695
146,25,2,957.7886676434599,0.6846716912559485,23.10370897289655,22128.470634772835
147,25,3,802.9786868676297,0.7464644088653946,28.997809188730738,23284.622744405093
148,25,4,1047.1264375841338,0.8046839203808827,23.168192692467343,24260.02707932609
149,25,5,1128.7437725325358,0.789107605308061,17.97722245762414,20291.677896475296
150,25,6,1115.6140467707628,0.8193271424385207,22.392170791288834,24981.02027245181
151,25,7,1099.6197897515804,0.6920742169551444,21.026312910254592,23120.949781625095
152,25,8,865.7506476967762,0.7917977689480399,24.455544235478598,21172.403261642758
153,25,9,1026.3413255147614,0.7018497517969612,19.3617569299463,19871.771271775702
154,25,10,951.7889306021203,0.7170998711210714,17.683849751201066,16831.292443624236
155,25,11,789.3604684796643,0.66711868840907,21.414442429436445,16903.714308330753
156,25,12,928.6959561897646,0.7245322736184239,16.112319056707022,14963.445552803096
157,25,13,839.9397653962162,0.7879538053522109,37.66677460127846,31637.821821829988
158,25,14,1001.2370482884209,0.9906582969388747,37.755476681055875,37802.18202886269
159,25,15,1261.5966837005085,0.8641581802545197,30.525560166267276,38510.94547386314
160,25,16,1303.9973905208235,0.821065387260217,28.10831464256625,36653.16894584464
161,25,17,1580.3191937883473,0.9245943398356173,23.53316349280155,37189.90995823351
162,25,18,1385.5979104364242,0.8437083594198699,27.557143759430296,38183.12081066277
163,25,19,1336.8704657073372,0.7898257531710245,27.04099877326492,36150.312623206206
164,25,20,1611.7207325653183,0.8854419978905881,24.25846229159228,39097.86661551326
165,25,21,1594.7573724268543,0.7942860181779059,20.382093569130067,32504.493984864148
166,25,22,1338.2770004669974,0.8988841339099896,28.72375089994444,38440.335196538865
167,25,23,1422.6923937857994,0.8785330172886894,25.878829642942513,36817.61409309279
168,25,24,1456.6703427591729,0.7517804940857896,22.50584737789893,32783.600414049666
169,26,1,937.5601660766046,0.8942600609098796,42.2290856106495,39592.308518383696
170,26,2,1226.6877703481123,0.8340878896786361,31.961813198289136,39207.16536849217
171,26,3,1103.3870284230425,0.8193388524167557,34.02937420729882,37547.57008568718
172,26,4,1217.7231791389588,0.8070972129130506,32.80840595256082,39951.5563990339
173,26,5,1012.4251064226293,0.8292868949197862,38.86593106930111,39348.84439905175
174,26,6,1150.1068851860502,0.7874095756186962,34.6142137693747,39810.04558145963
175,26,7,1053.7502433442141,0.895205893507479,35.8250997823862,37750.70761352021
176,26,8,1214.2479319855731,0.9030024442347669,31.555241928480065,38315.887254961366
177,26,9,1004.2745150941707,0.8764890523352956,37.99477448568858,38157.18372272727
178,26,10,1059.1111797366411,0.9097841688487367,26.709815499089643,28288.664203788856
179,26,11,1252.3865123705466,0.8064030390829969,22.742694612998484,28482.64398828159
180,26,12,1119.645873668719,0.8208720042550791,24.43832235356892,27362.26678255946
181,26,13,1222.3131388385739,0.8146195514794713,28.67261530334369,35046.914410140955
182,26,14,1052.1004624901793,0.8022795028852231,30.60540998423023,32199.96599911018
183,26,15,1093.6563346324895,0.9615028175956387,30.493951164087278,33349.90285857783
184,26,16,1163.739553978827,0.7767143308081265,26.964849341155524,31380.061745382594
185,26,17,989.2579276187897,0.9177588927173164,33.51438312985224,33154.369200459754
186,26,18,1056.3853049538427,0.8297072605259057,28.904015095644358,30533.776801202737
187,26,19,986.9119222566313,0.8680169015638509,29.599972533351774,29212.56579163369
188,26,20,992.125817340624,0.879781102552252,31.231042068967707,30985.123139074
189,26,21,900.7961214860333,0.8608976646191614,33.07634575091097,29795.043965351637
190,26,22,836.5514805946261,0.8617819297758224,37.8972194036852,31702.97500257225
191,26,23,826.8908459528444,0.8179828302041641,37.213397123594895,30771.417428308527
192,26,24,1025.6985229536785,0.8674956419345955,28.3055694034981,29032.980728530838
193,27,1,724.9943228480117,0.7138843185665747,68.51242414270725,49671.11854801781
194,27,2,873.0006150486239,0.6202280651602765,53.89511667351842,47050.47000409893
195,27,3,912.8188497818553,0.6225700866126698,52.70039192894309,48105.9111436308
196,27,4,917.5402829385771,0.7001242763039895,44.47006980127637,40803.08042776139
197,27,5,858.1364280493522,0.6251597325936574,54.19620435866399,46507.73722217665
198,27,6,773.5752391258397,0.7023704098000285,61.03531086829025,47215.4052000576
199,27,7,898.1579459535222,0.573649584691438,60.77630667666583,54586.722767355524
200,27,8,830.3954043899702,0.6309086410756072,55.1468578443026,45793.69732045586
201,27,9,707.2881524152109,0.7906128541206885,60.09485420288139,42504.378398817455
202,27,10,861.8924747142032,0.6460762497782266,45.202568929019456,38959.75399767193
203,27,11,893.7687830890378,0.607521784802963,44.94721557060119,40172.41816377688
204,27,12,785.597766958866,0.6765839531275898,46.01359034393909,36148.17382395859
205,27,13,942.8720369261478,0.7042306020711321,39.18278011980536,36944.34770399024
206,27,14,819.7070356619876,0.9388584011820718,33.106522714178446,27137.649595115472
207,27,15,879.9199880353667,0.886883330241181,28.525438136336394,25100.103183628715
208,27,16,762.4615347424296,0.9895125264338398,32.75830036737609,24976.94397366307
209,27,17,772.9834736779835,1.0,32.445776741075505,25080.049211496866
210,27,18,645.02564996368,0.8821579000243744,36.12011266967304,23298.39915151721
211,27,19,677.0817478346081,0.8653377809468871,33.247921919628006,22511.56108521031
212,27,20,629.5691185538983,0.9707464091623761,40.77018388840466,25667.64873390327
213,27,21,660.8649426936428,0.8830344673546804,33.47644276668915,22123.407430595038
214,27,22,665.6814019014693,0.9345552882208706,37.19243318456899,24758.31106243061
215,27,23,693.0880896160489,1.0,36.34198911215808,25188.199806592893
216,27,24,689.7032386634534,0.8638152728967461,34.802941480092926,24003.701453834732
217,28,1,1589.231556828083,0.9029051129742768,18.242788620299663,28992.01535992447
218,28,2,2065.377449792621,0.8095893495360605,14.543375293760633,30037.559375604345
219,28,3,1605.7937479240447,0.7952156403272983,19.48378087042817,31286.93350765566
220,28,4,2090.7444767181223,0.8048374538137103,15.006095120486677,31373.910490264287
221,28,5,1961.241644822878,0.8270982957158888,15.001546910985882,29421.658538589516
222,28,6,1616.3935570332771,0.7964758866963516,20.986339152986446,33922.18339260249
223,28,7,1836.6221465157619,0.8180918649482546,17.956506712064268,32979.31790143616
224,28,8,1877.5704023279718,0.8189485762917236,18.397113500738875,34541.87579725565
225,28,9,2026.8661770924052,0.8492192473479374,17.9785519830431,36440.11892752765
226,28,10,1666.4606759918186,0.8160254220616328,17.40104511139216,28998.157399294712
227,28,11,1627.9887447385931,0.7878264983290924,18.102254612693386,29470.26676385711
228,28,12,1835.896687348784,0.8230992123498817,16.695386468466968,30651.00471146622
229,28,13,1945.8160460573793,0.7645667220388537,19.375076537770365,37700.33482078343
230,28,14,1749.9513519895822,0.7311913183228612,21.981924537183808,38467.29856317778
231,28,15,2073.8434312557188,0.7216174862002267,18.423254390567465,38206.945100231416
232,28,16,1843.6566592697525,0.7668447096724239,22.275130498470556,41067.692679608
233,28,17,1925.2554902949025,0.7845063672190347,20.918727763269715,40273.895476219426
234,28,18,1919.4802181041582,0.6795234377467374,24.589093628164004,47198.27880037181
235,28,19,2146.223943518151,0.6867782016640402,20.05909340565172,43051.306552476766
236,28,20,2179.2174017294465,0.7213752055737542,21.004402183232614,45773.15875062449
237,28,21,2016.5825729724531,0.6912632049765649,22.841196857184272,46061.15952803097
238,28,22,1830.7523485364636,0.6595986796557095,23.87973116686054,43717.87391614932
239,28,23,2233.4202223324587,0.6725433599027629,18.34089745313539,40962.93126755847
240,28,24,1915.0220161614602,0.7271994726821054,20.848566292838527,39925.4634561875
241,29,1,301.81254087488276,0.6715048585057383,34.70398936307968,10474.099208165982
242,29,2,357.2785188497895,0.8159835194697842,29.024130417520322,10369.698326474783
243,29,3,312.47328775836854,0.7647466452249806,32.57142075066177,10177.698928920432
244,29,4,359.2597247754311,0.7700413125140968,30.432392537757664,10933.132967372701
245,29,5,383.21499787076124,0.7428132361410362,28.049411766417425,10748.955270343758
246,29,6,376.38584585309275,0.7314702536944692,29.789646089239557,11212.401140962707
247,29,7,394.57381178185864,0.755074359867224,21.348955845565754,8423.738885547473
248,29,8,361.66853287035616,0.6700352731254399,25.5956722798536,9257.149241285095
249,29,9,360.9712725189996,0.8031489650369068,29.473276430182437,10639.006098307193
250,29,10,324.8507405132623,0.743161193371164,24.423495669002573,7933.99065399794
251,29,11,336.32122587651713,0.7638963543669025,23.226693506552056,7811.630033181727
252,29,12,380.46977693045136,0.7191563060305756,20.13225499714232,7659.7145678697025
253,29,13,308.24180095211494,0.7599048390095047,29.059838629106867,8957.45699441374
254,29,14,368.5641416468867,0.6717836156102654,21.265810196871325,7837.815081635491
255,29,15,269.84793772552,0.6700866130880105,36.12678064982406,9748.737255017246
256,29,16,103.80473523872602,0.6944324021684163,64.84439458076447,6731.155211171737
257,29,17,83.31598351876282,0.6547834020361784,98.72655069694648,8225.499670731095
258,29,18,88.40878733832118,0.7348819958256277,94.50468454917538,8355.044558783173
259,29,19,89.26238247519315,0.7406332944220544,94.79258453336655,8461.411936429444
260,29,20,96.11752702652225,0.7252316010623422,99.35720200891257,9549.968549371284
261,29,21,102.67788872063832,0.6978301011774516,95.06105177580555,9760.668095903
262,29,22,320.02582593076727,0.7327353301011955,31.820035850952845,10183.23325434781
263,29,23,306.12652029308083,0.6881456240937371,31.80560327124527,9736.538655248543
264,29,24,330.3631763288496,0.6749601285464059,30.406405027766493,10045.15654571444
265,30,1,305.2870031509061,0.7922427126809438,33.86501113972261,10338.547762517966
266,30,2,331.03986687396775,0.6903905612017107,31.638999174161352,10473.77007463995
267,30,3,265.4797145450836,0.6726858897588479,38.49966097263414,10220.879005097408
268,30,4,285.28113828298245,0.7320935838403358,32.08368745145015,9152.87087646514
269,30,5,308.2866747781304,0.7906425863011467,32.023891508593906,9872.53902664002
270,30,6,315.39153764809794,0.793485910761259,34.80293539914154,10976.551310202669
271,30,7,305.99620053796474,0.7277602336945722,35.86126542720184,10973.410967207237
272,30,8,340.79068730368255,0.7862548706900119,28.29920229277914,9644.104599502152
273,30,9,339.38745502835405,0.7820238869532551,26.472963155447957,8984.591592386867
274,30,10,315.8182763139356,0.7532783741337685,25.30422094140864,7991.535441182669
275,30,11,301.0918276972742,0.6700231261212961,23.646252916105066,7119.693508702074
276,30,12,243.62259102138725,0.6767925988797372,30.146896848982944,7344.46512160372
277,30,13,261.6165801841654,0.7746097065249999,52.87968370121102,13834.202011131178
278,30,14,283.1495553615845,0.9521475921434877,61.810654153628704,17501.659240208643
279,30,15,331.4714080331407,0.9977189319335483,50.72364764434698,16813.438905248593
280,30,16,468.05890837245767,0.9311573462339673,34.6163930075609,16202.511122910933
281,30,17,427.21902053037326,0.922326489503428,38.30540167241073,16364.796183509836
282,30,18,481.5767859500792,0.8630084040423689,31.781040088890265,15305.011140158394
283,30,19,425.32467517484,0.8315159204198569,37.267173482999105,15850.648456341007
284,30,20,440.981636985188,0.8165637465894736,34.985109567055446,15427.790886986271
285,30,21,352.30298719940794,0.862489480855706,41.86723575964674,14749.952223905419
286,30,22,362.6684040220361,0.9043756862507145,40.70705801660816,14763.163763315712
287,30,23,411.6613903437444,0.8853771016850682,35.1565776830148,14472.60564871773
288,30,24,414.981343042242,0.9076635954061696,38.746442512635284,16079.05075200241
289,31,1,1488.9158611894543,0.7677908932300778,45.07600598265974,67114.38026665282
290,31,2,1352.0524950140439,0.759232212410074,55.700160329473476,75309.54074614689
291,31,3,1760.2233970840425,0.8063284357322852,45.0157460081203,79237.76936068594
292,31,4,1604.3900197617572,0.7834796963991689,42.99230243338573,68976.42095070318
293,31,5,1347.0974886346025,0.7845653806299032,61.18352572403181,82420.17384865385
294,31,6,1721.4746311885121,0.8866421990204663,40.92365579016051,70449.03525825219
295,31,7,1470.7203068102488,0.8018995349084214,51.93189030794127,76377.28564693157
296,31,8,1338.6255863906904,0.7265780291127414,60.85374226514541,81460.37642374821
297,31,9,1490.9699782341224,0.845412272031697,56.34865032053527,84014.14594193065
298,31,10,1415.4125266635658,0.8089439102419903,48.27327215436877,68326.59411033306
299,31,11,1766.388138583225,0.7553242961135118,39.61619557912344,69977.57796675684
300,31,12,1774.862835302395,0.7841979920658688,41.06213866754494,72879.66385905893
301,31,13,1557.3538162683665,0.6971647940551807,59.15090415317567,92118.88631867249
302,31,14,1490.6621172200914,0.783285850036246,60.500984496429716,90186.52564334785
303,31,15,1400.4900368506387,0.8315062562694286,62.365244401088056,87341.9034294789
304,31,16,1685.123569200558,0.6986847408276398,62.36059856437935,105085.31443029012
305,31,17,1723.341424485406,0.8205434093393064,53.1146183928556,91534.62212214251
306,31,18,1980.3497174682852,0.6941950664534752,50.17145169865762,99357.02019641033
307,31,19,1680.9716585950914,0.7407059504737521,61.27733136552131,103005.45733978138
308,31,20,1687.0051615575928,0.8388548588573657,50.78043892964954,85666.8625804789
309,31,21,1855.5304198398671,0.6705442080418067,52.416901390671825,97261.15504413821
310,31,22,1804.1275509994737,0.6290210544419708,59.568377992928575,107468.95190539317
311,31,23,1808.0765453069753,0.763221811026728,56.27168470655824,101743.51328283717
312,31,24,1667.431685913689,0.7449706201029483,58.68709151074798,97856.71593913746
313,32,1,1849.1385336146081,0.7622072206567517,29.119985787387893,53846.88781776868
314,32,2,1497.4001085025047,0.8124344890397274,35.23363054289431,52758.84219786711
315,32,3,1467.3969682407196,0.7920728632319415,36.09208320256856,52961.41346894091
316,32,4,1557.8063288335345,0.9014984063977102,32.50435403666541,50635.48843296322
317,32,5,1661.7142932891575,0.7532592480372514,32.546281952140085,54082.62191329012
318,32,6,1598.9054714045458,0.9046714537434674,31.534772331167037,50421.12001979966
319,32,7,1715.6510484985567,0.8114043002511699,30.744777696399787,52747.310090683335
320,32,8,1681.3296428764068,0.854755495295853,29.579102034438492,49732.22106016726
321,32,9,1817.9720590107281,0.8807212361916332,27.143034715704044,49345.278709908154
322,32,10,1543.0518591181567,0.8975106562697363,26.19127045490497,40414.48856810756
323,32,11,1846.2894790710873,0.8710066718584356,20.222589586306047,37336.754392769384
324,32,12,1712.7949365902482,0.7768023766908124,21.997469467333566,37677.15432144752
325,32,13,1933.4304933282754,0.8859247117468143,23.82481227536396,46063.61855101049
326,32,14,1958.0811192141916,0.8494875006358594,22.75918232899444,44564.325207157286
327,32,15,1722.758554610511,0.8953194353142182,25.251420642712862,43502.10092830203
328,32,16,1902.5433375206328,0.9251893091663227,23.374423607211526,44470.853902285286
329,32,17,1507.7360031783942,0.8909730693123173,28.204150132931122,42524.412594468944
330,32,18,1594.9834415117498,0.8409595801757922,25.418641396218494,40542.3121326936
331,32,19,1559.1698823996987,0.8128698362264241,27.07764161598414,42218.64329405518
332,32,20,1438.0244416481876,0.7650160409982216,28.676060983041094,41236.87658380705
333,32,21,1520.0079437738625,0.8316753017556786,26.461654547104025,40221.92511699787
334,32,22,1365.198884443757,0.8160362043028344,28.690383092957163,39168.078992769144
335,32,23,1207.1788555752164,0.7709576380305879,33.14980799984992,40017.747283796976
336,32,24,1230.7255162330412,0.8183665594369296,33.37371520958112,41073.88287992623
337,33,1,1185.5739368796992,0.8047630267760526,16.69914894036823,19798.07575177282
338,33,2,1083.1754689336742,0.6980248666228651,17.54858047358864,19008.191883599695
339,33,3,1087.6021302673946,0.7867184734148097,17.0371831539267,18529.676691966448
340,33,4,910.5904163414691,0.7689327717105172,22.288267048795344,20295.4823714924
341,33,5,953.6072711810958,0.7262182827450115,21.44307892038376,20448.275974988035
342,33,6,1002.0917596262992,0.7533244433133833,20.899628877311837,20943.345877202035
343,33,7,1164.95033877623,0.7856050243922946,15.67813121414855,18264.24426930054
344,33,8,1166.1913502508985,0.8161215998756307,16.77165916673475,19558.963849602256
345,33,9,997.4104005974616,0.7810152848698315,18.678799410202483,18630.42880240969
346,33,10,1132.4619567100774,0.6544707511535772,12.477654826203109,14130.469399634914
347,33,11,960.9572328753012,0.6554670655982738,12.993928446600234,12486.609524224623
348,33,12,1052.028535850974,0.6649787062237945,13.507157469338201,14209.915095976417
349,33,13,992.6680447523278,0.7987087088988853,24.323341906773628,24145.004252439332
350,33,14,1108.0371487466482,1.0,28.844578890870157,31960.864951037525
351,33,15,1025.5227300055997,1.0,31.333159977978365,32132.867760318568
352,33,16,1406.5616505047046,0.8626868438665498,20.181888749410906,28387.07074967373
353,33,17,1610.060172976936,0.7710662016950263,18.552588375028915,29870.783648268945
354,33,18,1685.536311450238,0.7821351058761346,17.988230769927206,30319.816141458774
