metric_id,goal_id,period_id,observed_value,expected_value,variance_from_target,trailing_3_period_avg,trailing_6_period_slope,volatility_measure
76,4,4,9012.329445514826,29166.666666666668,40987.67055448517,8971.676657429845,-1761.8624852326616,2444.459651555554
77,4,5,10153.099261946083,30208.333333333336,39846.90073805392,9209.76045970453,-924.0731889316187,2188.0930740244953
78,4,6,10306.931794647533,31250.0,39693.068205352465,9824.120167369481,-530.7182868980244,1997.458760986217
79,4,7,8919.54061058868,32291.666666666668,41080.45938941132,9793.190555727431,116.38488464997396,664.184082079543
80,4,8,9009.182902320517,33333.333333333336,40990.81709767948,9411.88510251891,74.34620517892009,677.2749107235085
81,4,9,9004.970015239682,34375.0,40995.02998476032,8977.897842716293,-138.74106898032102,588.7265984487144
82,4,10,10137.452066921378,35416.66666666667,39862.54793307862,9383.868328160524,-111.27082918900643,613.7164307434045
83,4,11,11734.405555245496,36458.333333333336,38265.594444754504,10292.275879135517,308.1968652830598,1010.7074604753049
84,4,12,11731.257589716772,37500.0,38268.74241028323,11201.038403961216,667.6209973170606,1232.5770399147448
85,4,13,13169.73984198871,38541.66666666667,36830.26015801129,12211.800995650325,873.6743117170386,1539.7035165798197
86,4,14,11260.999338842541,39583.333333333336,38739.00066115746,12053.998923516008,582.110342219645,1316.1974926157038
87,4,15,11854.050376889381,40625.0,38145.94962311062,12094.929852573545,245.7501472258027,894.8064240463544
88,4,16,12176.254753019459,41666.66666666667,37823.74524698054,11763.76815625046,19.11096706404311,592.8248614664143
89,4,17,11592.551719848956,42708.333333333336,38407.448280151046,11874.285616585932,-88.02667366285587,605.1586883998987
90,4,18,14094.805364613901,43750.0,35905.1946353861,12621.203945827438,169.77683235072303,979.0924791501151
91,4,19,14460.061105559993,44791.66666666667,35539.938894440005,13382.472730007617,632.3963075311527,1240.5516926853531
92,4,20,12836.551850310849,45833.333333333336,37163.44814968915,13797.139440161582,407.605144842683,1092.9941832662946
93,4,21,14234.762482740505,46875.0,35765.23751725949,13843.791812870448,411.1369937410574,1096.7274209049833
94,4,22,15374.8570083326,47916.66666666667,34625.1429916674,14148.723780461318,505.93967261568326,1223.7744376582764
95,4,23,14170.586231477593,48958.333333333336,35829.413768522405,14593.4019075169,129.1857907161709,743.8544814777799
96,4,24,16719.91911346467,50000.0,33280.08088653533,15421.78745109162,469.7567916747351,1192.6955724067473
97,5,1,32.730199597633046,61.041666666666664,52.269800402366954,32.730199597633046,0.0,0.0
98,5,2,21.924213740312656,62.083333333333336,63.07578625968735,27.32720666897285,-10.805985857320394,5.402992928660195
99,5,3,20.275326572030416,63.125,64.72467342796958,24.97657996999204,-6.22743651280132,5.523807275242706
100,5,4,19.734689470567652,64.16666666666667,65.26531052943236,20.64474326097024,-4.063541754947847,5.294936318031583
101,5,5,19.12929244414778,65.20833333333333,65.87070755585222,19.713102828915282,-2.939133857671555,5.071716750858669
102,5,6,18.1156332138855,66.25,66.8843667861145,18.993205042866975,-2.3428066545341424,4.942620003133086
103,5,7,19.25441733659738,67.29166666666667,65.74558266340262,18.833114331543555,-0.5838131176980265,1.1764853885305067
104,5,8,19.831449360490655,68.33333333333333,65.16855063950935,19.06716663699118,-0.13353890542490923,0.6840873717429086
105,5,9,17.6928759596345,69.375,67.3071240403655,18.926247552240845,-0.1989660766550061,0.7951380820471725
106,5,10,19.188543901130036,70.41666666666667,65.81145609886997,18.904289740418395,-0.011285212969954581,0.7297881537518657
107,5,11,22.448939366499907,71.45833333333333,62.55106063350009,19.77678640908815,0.5522953444518248,1.5334634290809266
108,5,12,19.885661549204613,72.5,65.11433845079539,20.507714938944854,0.35726740064455687,1.4198218652421066
109,5,13,20.59052730936127,73.54166666666667,64.40947269063872,20.975042741688597,0.3895469136695247,1.4345121404457644
110,5,14,18.99752423776961,74.58333333333333,66.00247576223039,19.82457103211183,0.23331182280211454,1.4780034936009607
111,5,15,23.20476126544457,75.625,61.795238734555426,20.930937604191815,0.29804877701538474,1.591039048240743
112,5,16,21.843628310241108,76.66666666666667,63.15637168975889,21.348637937818427,0.15250687988097783,1.4682347520877541
113,5,17,19.641150621192427,77.70833333333334,65.35884937880758,21.56318006562603,0.1926852968643891,1.4303966096779548
114,5,18,19.4439128142192,78.75,65.5560871857808,20.30956391521758,-0.14752360801843845,1.4805899768421087
115,5,19,18.597810234391904,79.79166666666667,66.4021897656081,19.227624556601175,-0.44238837313180784,1.6623498452792655
116,5,20,20.042086859203916,80.83333333333334,64.95791314079608,19.361269969271675,-0.7356589733064031,1.5702155686209
117,5,21,19.6696627471408,81.875,65.3303372528592,19.43651994691221,-0.3003749051798375,0.9846565574433034
118,5,22,19.49432331926773,82.91666666666667,65.50567668073228,19.735357641870817,0.039639711827240735,0.4392486012855599
119,5,23,20.191262417190757,83.95833333333334,64.80873758280924,19.78508282786643,0.17296751878348995,0.5140497703765423
120,5,24,21.454193549563374,85.0,63.54580645043663,20.379926428673954,0.415831537769854,0.8595988735862888
121,6,1,11.40886916877232,25.833333333333332,33.59113083122768,11.40886916877232,0.0,0.0
122,6,2,8.49254380537345,26.666666666666668,36.50745619462655,9.950706487072885,-2.9163253633988715,1.4581626816994353
123,6,3,7.419040334908246,27.5,37.580959665091754,9.106817769684673,-1.9949144169320372,1.6857605421700632
124,6,4,7.725266571779418,28.333333333333332,37.274733428220586,7.8789502373537035,-1.2124311261443919,1.5777261011450623
125,6,5,8.672217320694434,29.166666666666668,36.327782679305564,7.938841409127366,-0.624058092974981,1.4116122497629604
126,6,6,9.435670849965339,30.0,35.56432915003466,8.611051580813063,-0.2577355660343076,1.3141787839227543
127,6,7,10.005642316496264,30.833333333333336,34.994357683503736,9.371176829052013,0.41606670999143924,0.8987948860760885
128,6,8,8.51352889523082,31.666666666666668,36.48647110476918,9.318280687230809,0.3736292447152665,0.8983131028912554
129,6,9,9.189627693461079,32.5,35.81037230653892,9.236266301729387,0.21187747995852566,0.7269980984075267
130,6,10,9.287911965340559,33.333333333333336,35.712088034659445,8.997022851344152,0.02423515235578344,0.4934093354429378
131,6,11,10.750452122641446,34.16666666666667,34.24954787735855,9.742663927147696,0.14562326023267758,0.6990838144097713
132,6,12,10.528036640446254,35.0,34.47196335955375,10.18880024280942,0.2691721592531806,0.7873562503802949
133,6,13,11.146223064762324,35.833333333333336,33.853776935237676,10.808237275950008,0.5326067955975421,0.9550141324273504
134,6,14,11.383653045843317,36.66666666666667,33.61634695415668,11.01930425035063,0.46636127365660945,0.8527605698089803
135,6,15,11.380686576106294,37.5,33.61931342389371,11.303520895570644,0.3709046356500108,0.7237812017404098
136,6,16,10.80384334562804,38.333333333333336,34.19615665437196,11.189394322525883,0.08749531151411712,0.3258286074001749
137,6,17,10.63396425106366,39.16666666666667,34.36603574893634,10.939498057599332,-0.014299073544365881,0.34306370983889334
138,6,18,10.183937186459827,40.0,34.81606281354017,10.540581594383843,-0.21820968589513387,0.4311718878475613
139,6,19,10.746773090039907,40.833333333333336,34.25322690996009,10.521558175854466,-0.1984150583577378,0.422163322986174
140,6,20,11.859368823361653,41.66666666666667,33.14063117663835,10.930026366620462,0.050633525854531305,0.5416707511803315
141,6,21,11.42778946706648,42.5,33.57221053293352,11.344643793489347,0.2102508636476085,0.5483765086508466
142,6,22,12.494423028205617,43.333333333333336,32.50557697179438,11.927193772877915,0.4041841845957578,0.7870637284409294
143,6,23,13.341308294816825,44.16666666666667,31.658691705183173,12.421173596696308,0.5885207428567701,1.0510323253495828
144,6,24,13.990836779868335,45.0,31.009163220131665,13.275522700963592,0.6209362978470516,1.1066362805870134
145,7,1,7.957313653265781,16.041666666666668,32.04268634673422,7.957313653265781,0.0,0.0
146,7,2,5.831733607683408,17.083333333333332,34.16826639231659,6.894523630474595,-2.1255800455823737,1.0627900227911864
147,7,3,5.312425084896949,18.125,34.68757491510305,6.36715744861538,-1.3224442841844155,1.1442225604752456
148,7,4,5.400473148159028,19.166666666666668,34.59952685184097,5.514877280246462,-0.8189830038106726,1.07570845333008
149,7,5,5.259822532075564,20.208333333333336,34.74017746792444,5.324240255043847,-0.5826242701904815,1.022555017135482
150,7,6,6.093907625296322,21.25,33.906092374703675,5.584734435176972,-0.31270615152596404,0.9349502451864703
151,7,7,6.2315245159948995,22.291666666666668,33.7684754840051,5.861751557788928,0.12007861561920362,0.3846866274439908
152,7,8,5.986820320135792,23.333333333333336,34.01317967986421,6.104084153809005,0.19140615351207405,0.39841997717378824
153,7,9,6.25304111527695,24.375,33.74695888472305,6.157128650469214,0.1880414311562538,0.394539580576864
154,7,10,7.657583322169519,25.416666666666668,32.34241667783048,6.632481585860753,0.3491857207015019,0.7136375488897464
155,7,11,7.147270348933403,26.458333333333336,32.852729651066596,7.019298262126624,0.28032030948144127,0.6187966007237555
156,7,12,7.90185157543477,27.5,32.09814842456523,7.568901748845897,0.3782150740138504,0.7449705632784877
157,7,13,7.928576924988362,28.541666666666668,32.07142307501164,7.659232949785512,0.40414004090000544,0.7731462059555696
158,7,14,7.294526655924145,29.583333333333336,32.705473344075855,7.708318385449092,0.19357113537696835,0.5744925730268498
159,7,15,7.905758289237953,30.625,32.09424171076205,7.709620623383486,0.048839117310514386,0.3122260388836995
160,7,16,8.204592495865377,31.666666666666668,31.795407504134623,7.801625813675824,0.13326516020014917,0.37733816528979425
161,7,17,9.51865351125247,32.708333333333336,30.48134648874753,8.543001432118599,0.2720939435723817,0.680040759647069
162,7,18,9.337436992581708,33.75,30.662563007418292,9.020227666566518,0.4004432888736904,0.800995411046833
163,7,19,9.443091113195935,34.79166666666667,30.556908886804067,9.433060539010038,0.4671976974793519,0.8601661469062064
164,7,20,9.817139407484557,35.833333333333336,30.182860592515443,9.532555837754066,0.374033854987256,0.7151207825971002
165,7,21,9.429116827529521,36.875,30.57088317247048,9.563115782736672,0.20353524193232092,0.5088044342852152
166,7,22,11.780973519385336,37.91666666666667,28.219026480614666,10.342409918133137,0.34173393827989734,0.8598860084786137
167,7,23,10.549875540592733,38.958333333333336,29.450124459407267,10.586655295835863,0.3625090679619518,0.8719131918986945
168,7,24,12.454144696518773,40.0,27.545855303481225,11.594997918832282,0.5601523716512729,1.1658121676045525
169,8,1,1.3929866665907489,2.5625,2.607013333409251,1.3929866665907489,0.0,0.0
170,8,2,1.0442496460977904,2.625,2.95575035390221,1.2186181563442697,-0.34873702049295874,0.17436851024647926
171,8,3,0.9984016723064931,2.6875,3.001598327693507,1.145212661665011,-0.197292497142128,0.17619965439409283
172,8,4,1.050939508046674,2.75,2.9490604919533263,1.031196942150319,-0.10719894494235249,0.15795927105242444
173,8,5,1.0187056083273591,2.8125,2.981294391672641,1.0226822628935086,-0.07418722545778975,0.14716088930582705
174,8,6,1.0197049695836875,2.875,2.9802950304163125,1.029783361985907,-0.05401436464589768,0.13771753253070995
175,8,7,1.152915343313479,2.9375,2.847084656686521,1.063775307074842,0.016428699376877468,0.05024459333562382
176,8,8,1.0572526335875658,3.0,2.9427473664124344,1.0766243154949107,0.017176619241774493,0.050338595608823256
177,8,9,0.970984736113333,3.0625,3.029015263886667,1.0603842376714592,-0.004312068861608215,0.05573834236722406
178,8,10,1.1412559072567647,3.125,2.858744092743235,1.056497758985888,0.010597945271715902,0.0664528067208269
179,8,11,1.2372294601903795,3.1875,2.7627705398096207,1.116490034520159,0.027610749925402498,0.08961255258298952
180,8,12,1.2134581799789708,3.25,2.7865418200210295,1.1973145158087048,0.02894045240798108,0.09099938022778292
181,8,13,1.3201558823257027,3.3125,2.679844117674297,1.2569478408316843,0.06108314652060623,0.11622016837914652
182,8,14,1.2411731918517785,3.375,2.7588268081482212,1.2582624180521507,0.05325345496250386,0.11003221092614973
183,8,15,1.201446827209068,3.4375,2.798553172790932,1.2542586337955164,0.011985242774070043,0.053483798481712384
184,8,16,1.0727560457819072,3.5,2.927243954218093,1.1717920216142512,-0.026782394880742584,0.07377213877096708
185,8,17,1.3176684856926981,3.5625,2.682331514307302,1.1972904528945578,-0.007453552734441645,0.08339024513963157
186,8,18,1.4130689584207285,3.625,2.5869310415792715,1.2678311632984445,0.01615315658773508,0.10740201791617672
187,8,19,1.2809995099169968,3.6875,2.719000490083003,1.3372456513434745,0.030826012110624825,0.10476935136267902
188,8,20,1.3627697945501338,3.75,2.637230205449866,1.3522794209626199,0.0436213057668181,0.11175537021991704
189,8,21,1.23986350039373,3.8125,2.7601364996062703,1.2945442682869535,0.023964907175076912,0.10842096319998408
190,8,22,1.4290565831919768,3.875,2.5709434168080234,1.3438966260452803,0.0034026970871010513,0.06806091261584969
191,8,23,1.2035735778042993,3.9375,2.796426422195701,1.2908312204633354,-0.020748913640388875,0.08550625623399231
192,8,24,1.1649482203566177,4.0,2.8350517796433823,1.2658594604509645,-0.02481862900688991,0.09106619114400664
193,9,1,46383.148190415355,106250.0,203616.85180958465,46383.148190415355,0.0,0.0
194,9,2,37193.11928619183,112500.0,212806.88071380818,41788.13373830359,-9190.02890422352,4595.014452111762
195,9,3,38152.35555261691,118750.0,211847.6444473831,40576.207676408034,-4115.396318899222,4124.758752833997
196,9,4,33430.8544298094,125000.0,216569.1455701906,36258.77642287271,-3789.764501539286,4725.805726837759
197,9,5,35717.806273667346,131250.0,214282.19372633265,35767.00541869789,-2509.2948689878476,4401.8863315575345
198,9,6,42718.02365507883,137500.0,207281.97634492116,37288.8947861852,-784.9446524875268,4360.4047622750195
199,9,7,40378.912189376526,143750.0,209621.08781062346,39604.914039374235,911.7977333476362,3018.0255169662737
200,9,8,45918.74944620724,150000.0,204081.25055379275,43005.228430220865,1905.0388608018468,4187.408787013287
201,9,9,47037.2223463524,156250.0,202962.7776536476,44444.96132731205,2751.3016467037846,4984.422258305306
202,9,10,48131.53684176824,162500.0,201868.46315823175,47029.16954477596,2301.8881763187396,4292.004143607168
203,9,11,50037.818523181675,168750.0,199962.18147681834,48402.192570434105,1742.1520342238455,3260.141399793715
204,9,12,55425.26991391823,175000.0,194574.73008608178,51198.20842628938,2533.8088671156493,4517.616848273844
205,9,13,57839.48025971199,181250.0,192160.519740288,54434.18956560397,2476.4022414752785,4408.44108641847
206,9,14,47985.96575267267,187500.0,202014.03424732733,53750.238642100965,1121.5713907476913,4087.9606648255053
207,9,15,51057.00668656537,193750.0,198942.99331343462,52294.15089965001,311.0286073786402,3680.1794745248235
208,9,16,50815.63629432698,200000.0,199184.36370567302,49952.86957785501,-544.8347238106074,3363.0804921267295
209,9,17,54950.78569170387,206250.0,195049.21430829613,52274.47622419874,-582.0832020952537,3336.5241186404305
210,9,18,64170.025253919564,212500.0,185829.97474608044,56645.48241331681,1494.4518398826622,5365.33067322552
211,9,19,67526.26909983219,218750.0,182473.7309001678,62215.69334848521,4033.592052435348,7259.45334641497
212,9,20,63819.75748863609,225000.0,186180.2425113639,65172.01728079595,3518.9969139738578,6691.636851780966
213,9,21,62320.044608306605,231250.0,187679.9553916934,64555.357065591634,2499.577165903072,5797.859807233016
214,9,22,61212.98167083181,237500.0,188787.0183291682,62450.92792259151,630.1293242172844,3836.3795860880277
215,9,23,64841.25383345821,243750.0,185158.7461665418,62791.42670419888,-488.0980648467817,1991.2891343073138
216,9,24,64341.516914762506,250000.0,185658.4830852375,63465.25080635084,-399.0381379530472,1995.0140852189202
217,10,1,106.23546551504894,212.5,393.76453448495107,106.23546551504894,0.0,0.0
218,10,2,82.70375483673395,225.0,417.29624516326606,94.46961017589145,-23.531710678314987,11.765855339157497
219,10,3,79.93345134793363,237.5,420.0665486520664,89.62422389990552,-13.151007083557655,11.800244527198569
220,10,4,77.34557905311382,250.0,422.65442094688615,79.99426174592713,-8.943996287460587,11.519669615057024
221,10,5,74.10838267396025,262.5,425.89161732603975,77.12913769166924,-6.9612341465797565,11.443225679133592
222,10,6,82.88175536400831,275.0,417.1182446359917,78.11190569702747,-4.146929701095532,10.455496459426765
223,10,7,88.92684012642138,287.5,411.0731598735786,81.97232605479665,1.0492326319287941,4.677314248472054
224,10,8,93.09702689943305,300.0,406.90297310056695,88.30187412995424,3.123858104784795,6.545262945037441
225,10,9,87.2752792214348,312.5,412.7247207785652,89.76638208242974,3.2188433794410445,6.5968523775968855
226,10,10,102.21304075930293,325.0,397.78695924069706,94.19511562672359,4.51068710777156,8.645864798444585
227,10,11,88.5574688634489,337.5,411.4425311365511,92.68192961472887,1.7832977633671265,6.036337378815012
228,10,12,94.51197795330388,350.0,405.48802204669613,95.0941625253519,0.8355650446950903,5.071607502299403
229,10,13,97.8535828546341,362.5,402.1464171453659,93.64100989046229,0.9096372593073948,5.134594330443516
230,10,14,85.9234441132708,375.0,414.0765558867292,92.76300164040293,-0.39665829042774964,5.956053867468538
231,10,15,101.80181972170294,387.5,398.19818027829706,95.19294889653595,-0.18904498677724507,6.197314390197804
232,10,16,108.11802201488042,400.0,391.8819779851196,98.61442861661806,3.0783472091711888,7.560731045532515
233,10,17,119.71901658111422,412.5,380.2809834188858,109.87961943923251,4.934482463663512,10.648851265067762
234,10,18,113.94759976841384,425.0,386.05240023158615,113.92821278813615,5.3763715504459055,11.033941094391066
235,10,19,134.18693974042984,437.5,365.8130602595702,122.61785202998597,8.267308938347481,14.96220601066497
236,10,20,115.46000448039302,450.0,384.539995519607,121.19818132974557,4.020750290211387,10.095692368239916
237,10,21,130.17485325837993,462.5,369.8251467416201,126.60726582640093,3.364184568210008,9.154873496396357
238,10,22,132.02086623383158,475.0,367.9791337661684,125.8852413242015,2.6132592420985303,8.14622906337474
239,10,23,145.19459206519457,487.5,354.80540793480543,135.79677051913538,4.698616849774172,10.863287698590401
240,10,24,134.79550457726717,500.0,365.20449542273286,137.3369876254311,2.688359997544092,8.790081506419789
241,11,1,27.25823896290256,54.166666666666664,122.74176103709743,27.25823896290256,0.0,0.0
242,11,2,18.73932729826471,58.333333333333336,131.2606727017353,22.998783130583632,-8.518911664637853,4.259455832318926
243,11,3,20.217577100101195,62.5,129.7824228998988,22.071714453756154,-3.520330931400683,3.716748846518031
244,11,4,20.22019442970926,66.66666666666667,129.77980557029073,19.72569960935839,-1.9635883797743463,3.317143378114078
245,11,5,21.96120665106785,70.83333333333334,128.03879334893216,20.7996593936261,-0.9113197492224875,2.970289336061533
246,11,6,21.748000530585603,75.0,128.2519994694144,21.309800537120903,-0.5109410506733489,2.7116116307985467
247,11,7,21.767983442174028,79.16666666666667,128.23201655782597,21.825730207942495,0.6135875209245277,1.1620615416986653
248,11,8,23.233498210529326,83.33333333333334,126.76650178947068,22.249827394429655,0.5574218991157925,1.0511806368707313
249,11,9,25.885957340048275,87.5,124.11404265995172,23.62914633091721,0.9190192040476574,1.760033080191303
250,11,10,27.76195584262807,91.66666666666667,122.23804415737193,25.627137131068555,1.2252323187012686,2.311482874146951
251,11,11,26.867456693229418,95.83333333333334,123.13254330677059,26.83845662530192,1.3209044898314335,2.4081748308079267
252,11,12,26.952059997083687,100.0,123.0479400029163,27.19382417764706,1.105664477863667,2.1703222546290597
253,11,13,30.822677583541996,104.16666666666667,119.177322416458,28.2140647579517,1.1499915910506007,2.2584326461833664
254,11,14,28.303518652255775,108.33333333333334,121.69648134774422,28.69275207762715,0.6101307167895302,1.5618716535491022
255,11,15,24.424070429125806,112.5,125.5759295708742,27.850088888307862,-0.2431606743992532,1.9110751285971008
256,11,16,26.72704419750967,116.66666666666667,123.27295580249033,26.484877759630418,-0.30871971753595595,1.9282560262420934
257,11,17,31.685592249109543,120.83333333333334,118.31440775089045,27.612235625248342,0.21432322511149812,2.4835983072917482
258,11,18,35.55107629030721,125.0,114.44892370969279,31.321237578975474,1.0311768026506076,3.6051744550817113
