derived_id,goal_id,period_id,range_position_score,status_band,underfunded_flag,overfunded_flag,allocation_efficiency_ratio,probability_of_hitting_target,time_to_green_estimate,weighted_goal_status_score,allocation_fitness_score
76,4,4,0.8396421730074328,orange_high,False,True,0.030135255842588693,0.1,1,0.8396421730074328,0.0
77,4,5,0.95,red_high,False,True,0.03790153817978419,0.1,1,0.95,0.0
78,4,6,0.8878746543621922,orange_high,False,True,0.07873477148059442,0.1,1,0.8878746543621922,0.0
79,4,7,0.95,red_high,False,True,0.5240398162905291,0.1,2,0.95,0.0
80,4,8,0.8346725202438363,orange_high,False,True,0.11583003038765047,0.1,1,0.8346725202438363,0.0
81,4,9,0.6501625150274517,orange_high,False,True,0.12434997205639527,0.1,1,0.6501625150274517,0.0
82,4,10,0.7233244511299354,orange_high,False,True,0.14296285341893733,0.1,1,0.7233244511299354,0.0
83,4,11,0.5291699526995169,green,False,False,0.26780535832345576,0.1,0,0.5291699526995169,1.0
84,4,12,0.5405781397464181,green,False,False,0.22055945494067458,0.3,0,0.5405781397464181,1.0
85,4,13,0.5431520600569695,green,False,False,0.13616989069199956,0.3,0,0.5431520600569695,1.0
86,4,14,0.5049789843798719,green,False,False,0.16179178003861652,0.1,0,0.5049789843798719,1.0
87,4,15,0.4918137459487702,green,False,False,0.21529028230384856,0.1,0,0.4918137459487702,1.0
88,4,16,0.4689444849333251,green,False,False,0.16938656214013248,0.1,0,0.4689444849333251,1.0
89,4,17,0.45967828262922567,green,False,False,0.18067812834035393,0.1,0,0.45967828262922567,1.0
90,4,18,0.4934024622890755,green,False,False,0.15814226351161237,0.1,0,0.4934024622890755,1.0
91,4,19,0.455767011024576,green,False,False,0.15269004426070368,0.1,0,0.455767011024576,1.0
92,4,20,0.3358185558282978,orange_low,False,False,0.20978362152572066,0.1,1,0.3358185558282978,0.0
93,4,21,0.25561467659188086,orange_low,False,False,0.16818518125342585,0.1,1,0.25561467659188086,0.0
94,4,22,0.4778649858869245,green,False,False,0.14016410667931178,0.1,0,0.4778649858869245,1.0
95,4,23,0.45680173280456576,green,False,False,0.18799488622590302,0.1,0,0.45680173280456576,1.0
96,4,24,0.29271455469544483,orange_low,False,False,0.1795468229811442,0.0,1,0.29271455469544483,0.0
97,5,1,0.05,red_low,True,False,1.0,0.1,4,0.05,0.0
98,5,2,0.05,red_low,True,False,1.0,0.1,4,0.05,0.0
99,5,3,0.05,red_low,True,False,1.0,0.1,4,0.05,0.0
100,5,4,0.05,red_low,True,False,0.046514854571309834,0.1,4,0.05,0.0
101,5,5,0.05,red_low,True,False,0.061157877072901226,0.1,4,0.05,0.0
102,5,6,0.05,red_low,True,False,0.11517115591980083,0.1,5,0.05,0.0
103,5,7,0.05,red_low,True,False,0.5773190778215105,0.1,5,0.05,0.0
104,5,8,0.05,red_low,True,False,0.18517246969767892,0.1,5,0.05,0.0
105,5,9,0.05,red_low,True,False,0.14166844055511696,0.1,5,0.05,0.0
106,5,10,0.05,red_low,True,False,0.055297607420254906,0.1,5,0.05,0.0
107,5,11,0.05,red_low,True,False,0.3764111825968792,0.1,5,0.05,0.0
108,5,12,0.05,red_low,True,False,0.3136615061841087,0.1,5,0.05,0.0
109,5,13,0.05,red_low,True,False,0.17280114940300145,0.1,5,0.05,0.0
110,5,14,0.05,red_low,True,False,0.12482414358983214,0.1,5,0.05,0.0
111,5,15,0.05,red_low,True,False,0.22918751661046724,0.1,6,0.05,0.0
112,5,16,0.05,red_low,True,False,0.2826868045234664,0.1,5,0.05,0.0
113,5,17,0.05,red_low,True,False,0.23803889325529246,0.1,6,0.05,0.0
114,5,18,0.05,red_low,True,False,0.06762069744029894,0.1,6,0.05,0.0
115,5,19,0.05,red_low,True,False,0.06173964733950864,0.1,5,0.05,0.0
116,5,20,0.05,red_low,True,False,0.08708103461549634,0.1,4,0.05,0.0
117,5,21,0.05,red_low,True,False,0.17832575563351655,0.1,5,0.05,0.0
118,5,22,0.05,red_low,True,False,0.3649151570181979,0.1,5,0.05,0.0
119,5,23,0.05,red_low,True,False,0.20225923359002512,0.1,4,0.05,0.0
120,5,24,0.05,red_low,True,False,0.14662659108328774,0.0,5,0.05,0.0
121,6,1,0.95,red_high,False,True,1.0,0.1,3,0.95,0.0
122,6,2,0.95,red_high,False,True,1.0,0.1,1,0.95,0.0
123,6,3,0.95,red_high,False,True,1.0,0.1,2,0.95,0.0
124,6,4,0.95,red_high,False,True,0.021723091463176806,0.1,3,0.95,0.0
125,6,5,0.95,red_high,False,True,0.03020568163480829,0.1,2,0.95,0.0
126,6,6,0.95,red_high,False,True,0.06379857375022027,0.1,3,0.95,0.0
127,6,7,0.95,red_high,False,True,0.757465585390612,0.3,1,0.95,0.0
128,6,8,0.95,red_high,False,True,0.06817510146845346,0.1,3,0.95,0.0
129,6,9,0.95,red_high,False,True,0.07088129594854295,0.1,4,0.95,0.0
130,6,10,0.95,red_high,False,True,0.08849791834819641,0.1,4,0.95,0.0
131,6,11,0.95,red_high,False,True,0.3036207695972414,0.1,4,0.95,0.0
132,6,12,0.95,red_high,False,True,0.14209588433468195,0.1,5,0.95,0.0
133,6,13,0.95,red_high,False,True,0.11104375182666804,0.1,5,0.95,0.0
134,6,14,0.95,red_high,False,True,0.09877620337142935,0.1,4,0.95,0.0
135,6,15,0.95,red_high,False,True,0.17350757494401348,0.1,5,0.95,0.0
136,6,16,0.95,red_high,False,True,0.13864552639224284,0.1,4,0.95,0.0
137,6,17,0.95,red_high,False,True,0.12297719774101375,0.1,6,0.95,0.0
138,6,18,0.95,red_high,False,True,0.12393972579841643,0.1,6,0.95,0.0
139,6,19,0.95,red_high,False,True,0.12851618793295877,0.1,5,0.95,0.0
140,6,20,0.95,red_high,False,True,0.1722196647919866,0.1,6,0.95,0.0
141,6,21,0.95,red_high,False,True,0.13049641816994803,0.1,6,0.95,0.0
142,6,22,0.95,red_high,False,True,0.1407383018247535,0.1,6,0.95,0.0
143,6,23,0.95,red_high,False,True,0.1356959332582907,0.1,4,0.95,0.0
144,6,24,0.95,red_high,False,True,0.17678310817499648,0.0,3,0.95,0.0
145,7,1,0.05,red_low,True,False,1.0,0.1,5,0.05,0.0
146,7,2,0.05,red_low,True,False,1.0,0.1,4,0.05,0.0
147,7,3,0.05,red_low,True,False,1.0,0.1,4,0.05,0.0
148,7,4,0.05,red_low,True,False,0.0431626244340211,0.1,4,0.05,0.0
149,7,5,0.05,red_low,True,False,0.08167623813208098,0.1,5,0.05,0.0
150,7,6,0.05,red_low,False,False,0.11910630289670936,0.1,3,0.05,0.0
151,7,7,0.05,red_low,True,False,0.5848788484976131,0.1,4,0.05,0.0
152,7,8,0.05,red_low,True,False,0.15613796397105725,0.1,4,0.05,0.0
153,7,9,0.05,red_low,True,False,0.1801423698706083,0.1,5,0.05,0.0
154,7,10,0.05,red_low,True,False,0.18416612605665325,0.1,5,0.05,0.0
155,7,11,0.05,red_low,True,False,0.26917729518823186,0.1,4,0.05,0.0
156,7,12,0.05,red_low,True,False,0.29391809441317257,0.1,5,0.05,0.0
157,7,13,0.05,red_low,False,False,0.10658355582827135,0.1,1,0.05,0.0
158,7,14,0.4842196204397464,green,False,False,0.11865188765601965,0.1,0,0.4842196204397464,1.0
159,7,15,0.493298386476523,green,False,False,0.18930487340357352,0.1,0,0.493298386476523,1.0
160,7,16,0.4695015631986459,green,False,False,0.2574658739950647,0.1,0,0.4695015631986459,1.0
161,7,17,0.47637684169698613,green,False,False,0.22545909141411896,0.1,0,0.47637684169698613,1.0
162,7,18,0.4890991808892775,green,False,False,0.16194564252285318,0.1,0,0.4890991808892775,1.0
163,7,19,0.4630603239734129,green,False,False,0.17203861723906644,0.1,0,0.4630603239734129,1.0
164,7,20,0.5008164374774121,green,False,False,0.2210557773853176,0.1,0,0.5008164374774121,1.0
165,7,21,0.139749542089871,orange_low,False,False,0.2651845098561023,0.1,1,0.139749542089871,0.0
166,7,22,0.4923939180080362,green,False,False,0.1586609919818804,0.1,0,0.4923939180080362,1.0
167,7,23,0.47160799098958295,green,False,False,0.17975599552808708,0.1,0,0.47160799098958295,1.0
168,7,24,0.16209428549306112,orange_low,False,False,0.2208389008139196,0.0,1,0.16209428549306112,0.0
169,8,1,0.95,red_high,False,True,1.0,0.1,2,0.95,0.0
170,8,2,0.95,red_high,False,True,1.0,0.1,2,0.95,0.0
171,8,3,0.95,red_high,False,True,1.0,0.1,1,0.95,0.0
172,8,4,0.95,red_high,False,True,0.03047999349453143,0.1,2,0.95,0.0
173,8,5,0.95,red_high,False,True,0.03801486599642396,0.1,2,0.95,0.0
174,8,6,0.95,red_high,False,True,0.08111372501932927,0.1,2,0.95,0.0
175,8,7,0.95,red_high,False,True,0.559728385775475,0.1,1,0.95,0.0
176,8,8,0.95,red_high,False,True,0.14004624050280678,0.1,1,0.95,0.0
177,8,9,0.95,red_high,False,True,0.10111333600330526,0.1,1,0.95,0.0
178,8,10,0.7251724427973406,orange_high,False,True,0.14024216272826573,0.1,1,0.7251724427973406,0.0
179,8,11,0.7706879984528372,orange_high,False,True,0.3458570762954136,0.1,1,0.7706879984528372,0.0
180,8,12,0.5272483020714053,green,False,False,0.20905209219244097,0.1,0,0.5272483020714053,1.0
181,8,13,0.6662464917940447,orange_high,False,True,0.15051319960704757,0.3,1,0.6662464917940447,0.0
182,8,14,0.46709415669980137,green,False,False,0.13895488739375156,0.1,0,0.46709415669980137,1.0
183,8,15,0.5016313738321304,green,False,False,0.1973444021793547,0.1,0,0.5016313738321304,1.0
184,8,16,0.30293214200853247,orange_low,False,False,0.2285396432232477,0.1,1,0.30293214200853247,0.0
185,8,17,0.49575871364952806,green,False,False,0.15847669328372083,0.1,0,0.49575871364952806,1.0
186,8,18,0.1440738173518436,orange_low,False,False,0.17761598553680463,0.1,1,0.1440738173518436,0.0
187,8,19,0.05,red_low,False,False,0.17949990009652272,0.1,1,0.05,0.0
188,8,20,0.2287971999043313,orange_low,False,False,0.18630654909367772,0.1,1,0.2287971999043313,0.0
189,8,21,0.05,red_low,False,False,0.1669037781497531,0.1,1,0.05,0.0
190,8,22,0.452167523277346,green,False,False,0.14860139072556078,0.1,0,0.452167523277346,1.0
191,8,23,0.1886819509976288,orange_low,False,False,0.1606501512301141,0.1,1,0.1886819509976288,0.0
192,8,24,0.05,red_low,False,False,0.2225874724345767,0.0,1,0.05,0.0
193,9,1,0.95,red_high,False,True,1.0,0.1,8,0.95,0.0
194,9,2,0.95,red_high,False,True,1.0,0.1,7,0.95,0.0
195,9,3,0.95,red_high,False,True,1.0,0.1,7,0.95,0.0
196,9,4,0.95,red_high,False,True,0.022487034638549144,0.1,5,0.95,0.0
197,9,5,0.95,red_high,False,True,0.027369485709372057,0.1,7,0.95,0.0
198,9,6,0.95,red_high,False,True,0.04681770749867116,0.1,7,0.95,0.0
199,9,7,0.95,red_high,False,True,0.5105946240560661,0.1,10,0.95,0.0
200,9,8,0.95,red_high,False,True,0.09302648723221431,0.1,7,0.95,0.0
201,9,9,0.95,red_high,False,True,0.07674984664901496,0.3,6,0.95,0.0
202,9,10,0.95,red_high,False,True,0.09754665251448576,0.1,8,0.95,0.0
203,9,11,0.95,red_high,False,True,0.2496790813075355,0.1,8,0.95,0.0
204,9,12,0.95,red_high,False,True,0.1537780287943859,0.1,6,0.95,0.0
205,9,13,0.95,red_high,False,True,0.1528216977660344,0.1,4,0.95,0.0
206,9,14,0.5267735769757355,green,False,False,0.16289778223569493,0.1,0,0.5267735769757355,1.0
207,9,15,0.4872224136492644,green,False,False,0.2240039305311573,0.1,0,0.4872224136492644,1.0
208,9,16,0.48483174907296345,green,False,False,0.16967921174556447,0.1,0,0.48483174907296345,1.0
209,9,17,0.4868331425520958,green,False,False,0.16612491104267318,0.1,0,0.4868331425520958,1.0
210,9,18,0.45224922725298156,green,False,False,0.14836553142507683,0.1,0,0.45224922725298156,1.0
211,9,19,0.2685986150902743,orange_low,False,False,0.18636278100798745,0.1,1,0.2685986150902743,0.0
212,9,20,0.4982391377972761,green,False,False,0.14691566701513023,0.1,0,0.4982391377972761,1.0
213,9,21,0.22150788226417795,orange_low,False,False,0.18606119907490518,0.1,1,0.22150788226417795,0.0
214,9,22,0.48058782808449024,green,False,False,0.15531563790944267,0.1,0,0.48058782808449024,1.0
215,9,23,0.4889324723275471,green,False,False,0.16905674524907194,0.1,0,0.4889324723275471,1.0
216,9,24,0.4659399713735739,green,False,False,0.16887527291499252,0.0,0,0.4659399713735739,1.0
217,10,1,0.7657046638376743,orange_high,False,True,1.0,0.1,1,0.7657046638376743,0.0
218,10,2,0.8938444922228571,orange_high,False,True,1.0,0.1,1,0.8938444922228571,0.0
219,10,3,0.95,red_high,False,True,1.0,0.1,2,0.95,0.0
220,10,4,0.95,red_high,False,True,0.06663958824536413,0.1,2,0.95,0.0
221,10,5,0.8183608909838878,orange_high,False,True,0.09676548237267107,0.1,1,0.8183608909838878,0.0
222,10,6,0.95,red_high,False,True,0.12287219463959083,0.1,3,0.95,0.0
223,10,7,0.95,red_high,False,True,0.5835963173029449,0.1,2,0.95,0.0
224,10,8,0.95,red_high,False,True,0.20301563537794184,0.1,3,0.95,0.0
225,10,9,0.95,red_high,False,True,0.18347268264616556,0.1,3,0.95,0.0
226,10,10,0.95,red_high,False,True,0.1777199963868175,0.1,3,0.95,0.0
227,10,11,0.95,red_high,False,True,0.29373054009650296,0.1,4,0.95,0.0
228,10,12,0.95,red_high,False,True,0.27436858926435015,0.1,4,0.95,0.0
229,10,13,0.95,red_high,False,True,0.20760810854723158,0.1,4,0.95,0.0
230,10,14,0.95,red_high,False,True,0.17593720905813728,0.1,4,0.95,0.0
231,10,15,0.95,red_high,False,True,0.24750606141066822,0.1,4,0.95,0.0
232,10,16,0.95,red_high,False,True,0.2134205710300008,0.1,5,0.95,0.0
233,10,17,0.95,red_high,False,True,0.22518496711353653,0.1,5,0.95,0.0
234,10,18,0.95,red_high,False,True,0.177821378412121,0.1,7,0.95,0.0
235,10,19,0.95,red_high,False,True,0.24262098408514884,0.1,6,0.95,0.0
236,10,20,0.95,red_high,False,True,0.22122236119542835,0.1,7,0.95,0.0
237,10,21,0.95,red_high,False,True,0.20468887254624404,0.1,7,0.95,0.0
238,10,22,0.95,red_high,False,True,0.18791847520507612,0.1,6,0.95,0.0
239,10,23,0.95,red_high,False,True,0.2664727279223415,0.1,5,0.95,0.0
240,10,24,0.95,red_high,False,True,0.2183267132857697,0.0,5,0.95,0.0
241,11,1,0.05,red_low,True,False,1.0,0.1,4,0.05,0.0
242,11,2,0.05,red_low,True,False,1.0,0.1,4,0.05,0.0
243,11,3,0.05,red_low,True,False,1.0,0.1,4,0.05,0.0
244,11,4,0.05,red_low,True,False,0.03285972336086601,0.1,4,0.05,0.0
245,11,5,0.05,red_low,True,False,0.05261263891064363,0.1,4,0.05,0.0
246,11,6,0.05,red_low,True,False,0.09277631973851751,0.1,4,0.05,0.0
247,11,7,0.05,red_low,True,False,0.7883485776501028,0.1,5,0.05,0.0
248,11,8,0.05,red_low,True,False,0.12552490343784029,0.1,5,0.05,0.0
249,11,9,0.05,red_low,True,False,0.10111472973834877,0.1,4,0.05,0.0
250,11,10,0.05,red_low,True,False,0.12101868606304604,0.1,4,0.05,0.0
251,11,11,0.05,red_low,True,False,0.3715191798697517,0.1,4,0.05,0.0
252,11,12,0.05,red_low,True,False,0.2510131426818805,0.1,5,0.05,0.0
253,11,13,0.05,red_low,True,False,0.1388408581612381,0.1,5,0.05,0.0
254,11,14,0.05,red_low,True,False,0.18528563344482954,0.1,6,0.05,0.0
255,11,15,0.05,red_low,True,False,0.1443838757603091,0.1,4,0.05,0.0
256,11,16,0.05,red_low,True,False,0.09874829580980847,0.1,6,0.05,0.0
257,11,17,0.05,red_low,True,False,0.07092833726160656,0.1,5,0.05,0.0
258,11,18,0.05,red_low,True,False,0.10107752238401882,0.1,5,0.05,0.0
259,11,19,0.05,red_low,True,False,0.11688849298520158,0.1,5,0.05,0.0
260,11,20,0.05,red_low,True,False,0.10451601670160879,0.1,5,0.05,0.0
261,11,21,0.05,red_low,True,False,0.09786178157080874,0.1,4,0.05,0.0
262,11,22,0.05,red_low,True,False,0.29530277137452593,0.1,4,0.05,0.0
263,11,23,0.05,red_low,True,False,0.1895251861357507,0.1,4,0.05,0.0
264,11,24,0.05,red_low,True,False,0.16932411254970411,0.0,4,0.05,0.0
265,12,1,0.05,red_low,True,False,1.0,0.1,4,0.05,0.0
266,12,2,0.05,red_low,True,False,1.0,0.1,4,0.05,0.0
267,12,3,0.05,red_low,True,False,1.0,0.1,4,0.05,0.0
268,12,4,0.05,red_low,True,False,0.031168487148281358,0.1,5,0.05,0.0
269,12,5,0.05,red_low,True,False,0.0461212637742018,0.1,4,0.05,0.0
270,12,6,0.05,red_low,True,False,0.08001526561640572,0.1,4,0.05,0.0
271,12,7,0.05,red_low,True,False,0.5318058026019428,0.1,4,0.05,0.0
272,12,8,0.05,red_low,True,False,0.16112362762680554,0.1,5,0.05,0.0
273,12,9,0.05,red_low,True,False,0.14661225657931923,0.1,5,0.05,0.0
274,12,10,0.05,red_low,True,False,0.14121668689094144,0.1,4,0.05,0.0
275,12,11,0.05,red_low,True,False,0.28259108784081877,0.1,5,0.05,0.0
276,12,12,0.05,red_low,True,False,0.17445518095961096,0.1,5,0.05,0.0
277,12,13,0.05,red_low,False,False,0.09482880847987253,0.1,2,0.05,0.0
278,12,14,0.5226160724531017,green,False,False,0.08794621094456892,0.1,0,0.5226160724531017,1.0
279,12,15,0.4824035893816501,green,False,False,0.16556274201989854,0.1,0,0.4824035893816501,1.0
280,12,16,0.3294205262846793,orange_low,False,False,0.24879341724435497,0.1,1,0.3294205262846793,0.0
281,12,17,0.4561895458019918,green,False,False,0.15591791067063743,0.1,0,0.4561895458019918,1.0
282,12,18,0.05,red_low,False,False,0.16552725905929871,0.1,1,0.05,0.0
283,12,19,0.2009254171952672,orange_low,False,False,0.14116862926896148,0.1,1,0.2009254171952672,0.0
284,12,20,0.05,red_low,False,False,0.1853614565478479,0.1,1,0.05,0.0
285,12,21,0.05,red_low,False,False,0.14562342721874338,0.1,1,0.05,0.0
286,12,22,0.05,red_low,False,False,0.15608756773373006,0.1,1,0.05,0.0
287,12,23,0.05,red_low,False,False,0.17519475327801137,0.1,2,0.05,0.0
288,12,24,0.2843346011913517,orange_low,False,False,0.16235170859143888,0.0,1,0.2843346011913517,0.0
289,13,1,0.8986492892115147,orange_high,False,True,1.0,0.1,1,0.8986492892115147,0.0
290,13,2,0.95,red_high,False,True,1.0,0.1,2,0.95,0.0
291,13,3,0.95,red_high,False,True,1.0,0.1,3,0.95,0.0
292,13,4,0.95,red_high,False,True,0.023259977796012354,0.1,1,0.95,0.0
293,13,5,0.95,red_high,False,True,0.02423455581621446,0.1,3,0.95,0.0
294,13,6,0.95,red_high,False,True,0.0699834045671568,0.1,1,0.95,0.0
295,13,7,0.95,red_high,False,True,0.4917346454997119,0.1,2,0.95,0.0
296,13,8,0.95,red_high,False,True,0.08413398774843879,0.1,3,0.95,0.0
297,13,9,0.95,red_high,False,True,0.08243368271756783,0.1,3,0.95,0.0
298,13,10,0.95,red_high,False,True,0.09440372556627802,0.1,4,0.95,0.0
299,13,11,0.95,red_high,False,True,0.29017205064288126,0.1,4,0.95,0.0
300,13,12,0.95,red_high,False,True,0.15644223522862702,0.1,5,0.95,0.0
301,13,13,0.95,red_high,False,True,0.0937450064973412,0.1,5,0.95,0.0
302,13,14,0.95,red_high,False,True,0.09176481401122491,0.1,4,0.95,0.0
303,13,15,0.95,red_high,False,True,0.14067386089279946,0.1,4,0.95,0.0
304,13,16,0.95,red_high,False,True,0.14748530465848741,0.1,7,0.95,0.0
305,13,17,0.95,red_high,False,True,0.14866559845528185,0.1,5,0.95,0.0
306,13,18,0.95,red_high,False,True,0.1368854652348576,0.1,6,0.95,0.0
307,13,19,0.95,red_high,False,True,0.1130568912399779,0.1,6,0.95,0.0
308,13,20,0.95,red_high,False,True,0.148210455734437,0.1,4,0.95,0.0
309,13,21,0.95,red_high,False,True,0.1437474412932035,0.1,6,0.95,0.0
310,13,22,0.95,red_high,False,True,0.12434679591750966,0.1,7,0.95,0.0
311,13,23,0.95,red_high,False,True,0.1280619263858723,0.1,6,0.95,0.0
312,13,24,0.95,red_high,False,True,0.12903640373755035,0.0,6,0.95,0.0
313,14,1,0.95,red_high,False,True,1.0,0.1,2,0.95,0.0
314,14,2,0.95,red_high,False,True,1.0,0.1,2,0.95,0.0
315,14,3,0.95,red_high,False,True,1.0,0.1,2,0.95,0.0
316,14,4,0.95,red_high,False,True,0.030765109156514377,0.1,1,0.95,0.0
317,14,5,0.95,red_high,False,True,0.04538999962260941,0.1,2,0.95,0.0
318,14,6,0.95,red_high,False,True,0.08840089929657059,0.1,1,0.95,0.0
319,14,7,0.95,red_high,False,True,0.5929746865177881,0.1,2,0.95,0.0
320,14,8,0.95,red_high,False,True,0.13955387988100856,0.1,1,0.95,0.0
321,14,9,0.95,red_high,False,True,0.1346347004611607,0.1,1,0.95,0.0
322,14,10,0.95,red_high,False,True,0.13208813757461635,0.1,1,0.95,0.0
323,14,11,0.5424279496175863,green,False,False,0.36514264010118486,0.1,0,0.5424279496175863,1.0
