allocation_id,bucket_id,period_id,allocated_amount,allocated_time_hours,allocation_percentage_of_total,allocation_percentage_of_parent
81,22,9,39641.37953329708,79.28275906659415,0.039641379533297084,0.35814478270548883
82,22,10,32388.036681002657,80.97009170250664,0.04048504585125332,0.3691800381692903
83,22,11,30510.596722160943,76.27649180540234,0.03813824590270117,0.35502542542448345
84,22,12,31168.36383940432,77.9209095985108,0.0389604547992554,0.3631310862434401
85,22,13,39145.96194159594,78.29192388319188,0.03914596194159594,0.37390546709074196
86,22,14,36394.758590746846,72.7895171814937,0.03639475859074685,0.3608812800672962
87,22,15,35445.91578874793,70.89183157749585,0.03544591578874792,0.35581441796826
88,22,16,33797.68633851047,67.59537267702095,0.03379768633851047,0.3547642165233929
89,22,17,33129.85419827821,66.25970839655642,0.033129854198278214,0.3461494224030372
90,22,18,35560.41747983432,71.12083495966866,0.03556041747983432,0.37828870415305754
91,22,19,32847.961703268986,65.69592340653797,0.03284796170326899,0.35911767352738944
92,22,20,32268.78945845896,64.53757891691792,0.03226878945845896,0.3404829388916553
93,22,21,31343.91902601974,62.68783805203948,0.03134391902601974,0.3523206652002904
94,22,22,34440.603150412,68.88120630082399,0.034440603150411996,0.37452986071494676
95,22,23,32922.53599359824,65.84507198719648,0.03292253599359824,0.36220442498314476
96,22,24,31771.73599237797,63.54347198475593,0.03177173599237797,0.3456460330942568
97,23,1,18150.152650108805,36.30030530021761,0.018150152650108806,0.15481351272327118
98,23,2,18728.655296055815,37.457310592111625,0.018728655296055816,0.16433169187795862
99,23,3,19004.250943418152,38.00850188683631,0.01900425094341815,0.1620720882254948
100,23,4,18198.653329185563,36.39730665837112,0.01819865332918556,0.15728121002816087
101,23,5,20227.389368865202,40.4547787377304,0.0202273893688652,0.17394036371861538
102,23,6,17842.245361600144,35.68449072320029,0.017842245361600145,0.150458471334616
103,23,7,15449.545689876115,30.899091379752228,0.015449545689876115,0.13306532964646442
104,23,8,15756.687873832263,31.51337574766453,0.015756687873832262,0.14308001938561618
105,23,9,15560.940954538582,31.121881909077164,0.015560940954538582,0.14058718143688767
106,23,10,13537.36695276423,33.84341738191058,0.016921708690955287,0.15430776794397744
107,23,11,12975.301383714477,32.438253459286194,0.016219126729643096,0.15098235985722988
108,23,12,12056.528585699512,30.14132146424878,0.01507066073212439,0.14046615806361887
109,23,13,16939.809599649772,33.87961919929954,0.016939809599649774,0.16180180806988895
110,23,14,17312.00123233295,34.6240024646659,0.017312001232332952,0.171661453658861
111,23,15,14753.658356083473,29.507316712166947,0.014753658356083475,0.14810068364882922
112,23,16,15320.42205775165,30.640844115503295,0.01532042205775165,0.16081389340349467
113,23,17,13914.503584998385,27.82900716999677,0.013914503584998385,0.14538238985737822
114,23,18,13023.193570983523,26.046387141967045,0.013023193570983523,0.13853962830148245
115,23,19,16545.276660255702,33.0905533205114,0.016545276660255702,0.18088493026666957
116,23,20,18467.217938557165,36.934435877114325,0.018467217938557164,0.19485616728719146
117,23,21,16803.82301304972,33.607646026099445,0.01680382301304972,0.1888830205613707
118,23,22,17193.39982715093,34.38679965430186,0.01719339982715093,0.18697238298517416
119,23,23,17912.883890788285,35.825767781576566,0.017912883890788284,0.19707247979664808
120,23,24,17811.32850662778,35.622657013255555,0.01781132850662778,0.19377018126839107
121,24,1,35395.2493978109,70.7904987956218,0.0353952493978109,0.30190726208346824
122,24,2,30264.084324719457,60.52816864943892,0.030264084324719456,0.2655475313951517
123,24,3,32421.12214637051,64.84224429274103,0.03242112214637051,0.2764938741611358
124,24,4,34267.41265454125,68.5348253090825,0.03426741265454125,0.29615488736175405
125,24,5,31586.577288095552,63.173154576191116,0.03158657728809555,0.27162085239602685
126,24,6,33929.17778593301,67.85835557186603,0.03392917778593301,0.2861148986493966
127,24,7,28289.902724696425,56.57980544939285,0.028289902724696427,0.2436579888685599
128,24,8,33389.06398979034,66.77812797958067,0.03338906398979034,0.30319239431407663
129,24,9,36534.869694455025,73.06973938891005,0.036534869694455026,0.33007864816872196
130,24,10,30052.529827553397,75.13132456888349,0.03756566228444175,0.34255840260078496
131,24,11,29575.680071820887,73.93920017955222,0.03696960008977611,0.3441466089743835
132,24,12,31043.66526138205,77.60916315345513,0.038804581576727566,0.36167826920358664
133,24,13,38907.071841576006,77.814143683152,0.038907071841576,0.3716236911424443
134,24,14,38563.96802623261,77.12793605246522,0.03856396802623261,0.38239061570034494
135,24,15,39860.50889663993,79.72101779327986,0.03986050889663993,0.4001291392075944
136,24,16,37148.838259231765,74.29767651846353,0.037148838259231765,0.3899402570871788
137,24,17,43413.326793391,86.826653586782,0.043413326793391,0.4535938463293203
138,24,18,41910.21235216458,83.82042470432914,0.04191021235216457,0.44583728327909566
139,24,19,40779.27110527971,81.55854221055941,0.04077927110527971,0.44582848396384167
140,24,20,41831.54711467231,83.66309422934461,0.0418315471146723,0.4413840227357745
141,24,21,42179.57533318536,84.35915066637071,0.04217957533318536,0.474118632928996
142,24,22,43835.674390531574,87.67134878106314,0.04383567439053157,0.47669806919845276
143,24,23,37664.02355730679,75.32804711461357,0.03766402355730679,0.41436892947064025
144,24,24,35161.74353101429,70.32348706202858,0.03516174353101429,0.38252606565434005
145,25,1,20120.979644175695,40.24195928835139,0.020120979644175693,0.17162387546804467
146,25,2,22128.470634772835,44.25694126954567,0.022128470634772832,0.19416284621618077
147,25,3,23284.622744405093,46.56924548881018,0.02328462274440509,0.1985759629760931
148,25,4,24260.02707932609,48.52005415865218,0.024260027079326087,0.20966641571402017
149,25,5,20291.677896475296,40.58335579295059,0.020291677896475294,0.17449319679418004
150,25,6,24981.02027245181,49.96204054490362,0.02498102027245181,0.21065768609265834
151,25,7,23120.949781625095,46.241899563250186,0.023120949781625093,0.19913833495099773
152,25,8,21172.403261642758,42.34480652328551,0.02117240326164276,0.19225790936348264
153,25,9,19871.771271775702,39.743542543551406,0.019871771271775703,0.17953389331784808
154,25,10,16831.292443624236,42.07823110906058,0.02103911555453029,0.191854086370737
155,25,11,16903.714308330753,42.25928577082688,0.02112964288541344,0.19669390337456533
156,25,12,14963.445552803096,37.40861388200774,0.01870430694100387,0.17433357315549766
157,25,13,31637.821821829988,63.275643643659976,0.03163782182182999,0.3021909274748233
158,25,14,37802.18202886269,75.60436405772536,0.03780218202886269,0.374836937189668
159,25,15,38510.94547386314,77.02189094772628,0.03851094547386314,0.38658190497478584
160,25,16,36653.16894584464,73.30633789168928,0.03665316894584464,0.38473736438448786
161,25,17,37189.90995823351,74.37981991646701,0.03718990995823351,0.38856995186934834
162,25,18,38183.12081066277,76.36624162132554,0.03818312081066277,0.4061887996724542
163,25,19,36150.312623206206,72.30062524641241,0.036150312623206206,0.3952213620987526
164,25,20,39097.86661551326,78.19573323102652,0.03909786661551326,0.4125396940217178
165,25,21,32504.493984864148,65.0089879697283,0.03250449398486415,0.36536608371274326
166,25,22,38440.335196538865,76.88067039307774,0.03844033519653887,0.4180255881152692
167,25,23,36817.61409309279,73.63522818618557,0.03681761409309279,0.40505697205200347
168,25,24,32783.600414049666,65.56720082809932,0.03278360041404966,0.3566541480887896
169,26,1,39592.308518383696,79.18461703676739,0.03959230851838369,0.3377064907780667
170,26,2,39207.16536849217,78.41433073698433,0.03920716536849216,0.3440172140975915
171,26,3,37547.57008568718,75.09514017137435,0.037547570085687175,0.3202132570075348
172,26,4,39951.5563990339,79.90311279806781,0.0399515563990339,0.3452798962256827
173,26,5,39348.84439905175,78.69768879810348,0.039348844399051744,0.33837052235783627
174,26,6,39810.04558145963,79.62009116291927,0.03981004558145963,0.3357065481701582
175,26,7,37750.70761352021,75.50141522704041,0.03775070761352021,0.3251429170679155
176,26,8,38315.887254961366,76.63177450992275,0.03831588725496137,0.34793085546369934
177,26,9,38157.18372272727,76.31436744545454,0.03815718372272727,0.3447356382123605
178,26,10,28288.664203788856,70.72166050947213,0.03536083025473607,0.3224527078740389
179,26,11,28482.64398828159,71.20660997070398,0.03560330498535199,0.3314278934377257
180,26,12,27362.26678255946,68.40566695639866,0.03420283347819933,0.31878765629243605
181,26,13,35046.914410140955,70.0938288202819,0.035046914410140954,0.3347531201855239
182,26,14,32199.96599911018,64.39993199822035,0.03219996599911018,0.3192867708933424
183,26,15,33349.90285857783,66.69980571715566,0.03334990285857783,0.33477414847015424
184,26,16,31380.061745382594,62.76012349076519,0.0313800617453826,0.3293871334284648
185,26,17,33154.369200459754,66.30873840091952,0.033154369200459756,0.3464055615877908
186,26,18,30533.776801202737,61.06755360240548,0.030533776801202738,0.32481572708126394
187,26,19,29212.56579163369,58.42513158326738,0.02921256579163369,0.3193728962431561
188,26,20,30985.123139074,61.970246278148,0.030985123139074002,0.3269383811838715
189,26,21,29795.043965351637,59.59008793070328,0.029795043965351636,0.3349105675276375
190,26,22,31702.97500257225,63.4059500051445,0.03170297500257225,0.34475908450577714
191,26,23,30771.417428308527,61.54283485661706,0.03077141742830853,0.3385384272251704
192,26,24,29032.980728530838,58.065961457061675,0.02903298072853084,0.315851001032053
193,27,1,49671.11854801781,99.34223709603562,0.049671118548017805,0.42367469252477985
194,27,2,47050.47000409893,94.10094000819787,0.047050470004098933,0.4128370786478742
195,27,3,48105.9111436308,96.21182228726161,0.04810591114363081,0.4102569208463644
196,27,4,40803.08042776139,81.60616085552279,0.040803080427761394,0.3526391621660658
197,27,5,46507.73722217665,93.0154744443533,0.04650773722217665,0.39993162640192137
198,27,6,47215.4052000576,94.43081040011519,0.0472154052000576,0.39815379431639214
199,27,7,54586.722767355524,109.17344553471105,0.05458672276735553,0.4701497639583066
200,27,8,45793.69732045586,91.58739464091171,0.04579369732045586,0.41583378136412114
201,27,9,42504.378398817455,85.00875679763493,0.04250437839881746,0.38401088824090773
202,27,10,38959.75399767193,97.39938499417983,0.048699692497089914,0.44408877295001925
203,27,11,40172.41816377688,100.4310454094422,0.0502155227047211,0.46745168502607376
204,27,12,36148.17382395859,90.37043455989648,0.04518521727994824,0.4211490116723958
205,27,13,36944.34770399024,73.88869540798049,0.036944347703990243,0.35287659057229653
206,27,14,27137.649595115472,54.27529919023095,0.027137649595115474,0.2690901136075387
207,27,15,25100.103183628715,50.20020636725743,0.025100103183628715,0.2519607240070576
208,27,16,24976.94397366307,49.95388794732614,0.02497694397366307,0.2621755190937066
209,27,17,25080.049211496866,50.16009842299373,0.025080049211496865,0.2620429446034378
210,27,18,23298.39915151721,46.59679830303442,0.02329839915151721,0.2478463935038482
211,27,19,22511.56108521031,45.02312217042062,0.022511561085210307,0.2461126665154965
212,27,20,25667.64873390327,51.33529746780654,0.02566764873390327,0.27083124660157065
213,27,21,22123.407430595038,44.246814861190074,0.02212340743059504,0.24867769776886428
214,27,22,24758.31106243061,49.51662212486122,0.024758311062430607,0.26923822307213385
215,27,23,25188.199806592893,50.37639961318579,0.025188199806592895,0.27711344682200517
216,27,24,24003.701453834732,48.00740290766946,0.024003701453834732,0.2611372632923557
217,28,1,28992.01535992447,57.98403071984894,0.028992015359924468,0.41215041229694876
218,28,2,30037.559375604345,60.075118751208684,0.030037559375604345,0.4392665387209469
219,28,3,31286.93350765566,62.57386701531132,0.03128693350765566,0.44470214083989246
220,28,4,31373.910490264287,62.74782098052857,0.031373910490264285,0.45191316411952803
221,28,5,29421.658538589516,58.84331707717903,0.029421658538589517,0.421673627285157
222,28,6,33922.18339260249,67.84436678520498,0.033922183392602494,0.4767598616042627
223,28,7,32979.31790143616,65.95863580287232,0.03297931790143616,0.47341238982686423
224,28,8,34541.87579725565,69.0837515945113,0.03454187579725565,0.5227676757810963
225,28,9,36440.11892752765,72.8802378550553,0.036440118927527645,0.5487043517283672
226,28,10,28998.157399294712,72.49539349823678,0.03624769674911839,0.5508999593971525
227,28,11,29470.26676385711,73.67566690964277,0.03683783345482139,0.5715333424693919
228,28,12,30651.00471146622,76.62751177866555,0.03831375588933277,0.5951725437945568
229,28,13,37700.33482078343,75.40066964156686,0.03770033482078343,0.6001624263601589
230,28,14,38467.29856317778,76.93459712635556,0.03846729856317778,0.6357201093300612
231,28,15,38206.945100231416,76.41389020046283,0.03820694510023141,0.6392171298477035
232,28,16,41067.692679608,82.135385359216,0.041067692679608,0.7184588353169656
233,28,17,40273.895476219426,80.54779095243886,0.04027389547621943,0.7013204049324474
234,28,18,47198.27880037181,94.39655760074362,0.047198278800371814,0.8368188091798224
235,28,19,43051.306552476766,86.10261310495353,0.04305130655247676,0.7844466977434659
236,28,20,45773.15875062449,91.54631750124898,0.04577315875062449,0.8049563202977783
237,28,21,46061.15952803097,92.12231905606195,0.04606115952803097,0.8629158312622437
238,28,22,43717.87391614932,87.43574783229865,0.04371787391614932,0.7923617150886598
239,28,23,40962.93126755847,81.92586253511695,0.04096293126755847,0.7511042976901462
240,28,24,39925.4634561875,79.85092691237502,0.0399254634561875,0.7239179537011324
241,29,1,10474.099208165982,20.948198416331962,0.010474099208165982,0.1488997661422321
242,29,2,10369.698326474783,20.73939665294957,0.010369698326474783,0.15164552600603315
243,29,3,10177.698928920432,20.355397857840863,0.010177698928920433,0.14466245154410257
244,29,4,10933.132967372701,21.866265934745407,0.010933132967372701,0.15748201724990965
245,29,5,10748.955270343758,21.497910540687514,0.010748955270343759,0.1540549100053912
246,29,6,11212.401140962707,22.424802281925412,0.011212401140962705,0.1575848687081443
247,29,7,8423.738885547473,16.847477771094944,0.008423738885547472,0.12092131101689196
248,29,8,9257.149241285095,18.51429848257019,0.009257149241285095,0.14010062515510038
249,29,9,10639.006098307193,21.278012196614384,0.010639006098307192,0.1601989542299735
250,29,10,7933.99065399794,19.834976634994852,0.009917488317497426,0.15072802967995338
251,29,11,7811.630033181727,19.529075082954318,0.009764537541477158,0.15149530402195466
252,29,12,7659.7145678697025,19.149286419674258,0.009574643209837128,0.14873417191423471
253,29,13,8957.45699441374,17.91491398882748,0.00895745699441374,0.14259632306555767
254,29,14,7837.815081635491,15.67563016327098,0.00783781508163549,0.12952967446941246
255,29,15,9748.737255017246,19.49747451003449,0.009748737255017246,0.16310018588096328
256,29,16,6731.155211171737,13.462310422343473,0.006731155211171737,0.11775820889390982
257,29,17,8225.499670731095,16.45099934146219,0.008225499670731095,0.14323697004316607
258,29,18,8355.044558783173,16.710089117566344,0.008355044558783173,0.14813375860371866
259,29,19,8461.411936429444,16.922823872858885,0.008461411936429443,0.1541771245360116
260,29,20,9549.968549371284,19.09993709874257,0.009549968549371284,0.16794356676021496
261,29,21,9760.668095903,19.521336191806,0.009760668095903001,0.18285764209920338
262,29,22,10183.23325434781,20.36646650869562,0.010183233254347808,0.18456533778469725
263,29,23,9736.538655248543,19.473077310497086,0.009736538655248542,0.17853107192978737
264,29,24,10045.15654571444,20.090313091428882,0.01004515654571444,0.18213612420957798
265,30,1,10338.547762517966,20.67709552503593,0.010338547762517965,0.14697276715586627
266,30,2,10473.77007463995,20.9475401492799,0.010473770074639949,0.15316746179394136
267,30,3,10220.879005097408,20.441758010194814,0.010220879005097407,0.1452761988873132
268,30,4,9152.87087646514,18.305741752930277,0.00915287087646514,0.13183893158120613
269,30,5,9872.53902664002,19.74507805328004,0.00987253902664002,0.14149404039943514
270,30,6,10976.551310202669,21.953102620405335,0.010976551310202668,0.1542701135412624
271,30,7,10973.410967207237,21.94682193441447,0.010973410967207236,0.15752141163330952
272,30,8,9644.104599502152,19.288209199004307,0.009644104599502153,0.1459569299612871
273,30,9,8984.591592386867,17.969183184773737,0.008984591592386867,0.13528727815212024
274,30,10,7991.535441182669,19.978838602956674,0.009989419301478336,0.15182125158667895
275,30,11,7119.693508702074,17.79923377175518,0.00889961688587759,0.13807619255678405
276,30,12,7344.46512160372,18.3611628040093,0.00918058140200465,0.14261274729438334
277,30,13,13834.202011131178,27.668404022262354,0.013834202011131178,0.22023062355350567
278,30,14,17501.659240208643,35.003318480417285,0.017501659240208644,0.28923675800549337
279,30,15,16813.438905248593,33.626877810497184,0.016813438905248595,0.2812954066777148
280,30,16,16202.511122910933,32.40502224582187,0.016202511122910934,0.28345486466438335
281,30,17,16364.796183509836,32.72959236701967,0.016364796183509837,0.28497281800894836
282,30,18,15305.011140158394,30.610022280316787,0.015305011140158394,0.27135568334941845
283,30,19,15850.648456341007,31.701296912682015,0.01585064845634101,0.28881792062484885
284,30,20,15427.790886986271,30.855581773972542,0.015427790886986271,0.27130960854963143
285,30,21,14749.952223905419,29.49990444781084,0.014749952223905419,0.27632754830290357
286,30,22,14763.163763315712,29.526327526631423,0.014763163763315712,0.26757398546122924
287,30,23,14472.60564871773,28.94521129743546,0.01447260564871773,0.26537252010906903
288,30,24,16079.05075200241,32.15810150400482,0.01607905075200241,0.2915410995947331
289,31,1,67114.38026665282,134.22876053330566,0.06711438026665283,0.4088990782149401
290,31,2,75309.54074614689,150.61908149229376,0.07530954074614689,0.4719942344168445
291,31,3,79237.76936068594,158.4755387213719,0.07923776936068594,0.4826826371205057
292,31,4,68976.42095070318,137.95284190140637,0.06897642095070318,0.4258044637503914
293,31,5,82420.17384865385,164.84034769730772,0.08242017384865384,0.5062511583234479
294,31,6,70449.03525825219,140.8980705165044,0.07044903525825219,0.42434017600752094
295,31,7,76377.28564693157,152.75457129386314,0.07637728564693158,0.46987829638303213
296,31,8,81460.37642374821,162.92075284749643,0.08146037642374822,0.5283630459104461
297,31,9,84014.14594193065,168.0282918838613,0.08401414594193064,0.5421684612825615
298,31,10,68326.59411033306,170.8164852758326,0.08540824263791631,0.5563080253118383
299,31,11,69977.57796675684,174.94394491689212,0.08747197245844607,0.5816203936820102
300,31,12,72879.66385905893,182.19915964764735,0.09109957982382366,0.6064957320771447
301,31,13,92118.88631867249,184.23777263734496,0.09211888631867249,0.628485827847706
302,31,14,90186.52564334785,180.37305128669573,0.09018652564334785,0.6387620886562848
303,31,15,87341.9034294789,174.6838068589578,0.0873419034294789,0.6262560830142517
304,31,16,105085.31443029012,210.17062886058025,0.10508531443029014,0.7878922511479166
305,31,17,91534.62212214251,183.06924424428502,0.09153462212214251,0.6831269893274902
306,31,18,99357.02019641033,198.71404039282066,0.09935702019641034,0.754965393754032
307,31,19,103005.45733978138,206.01091467956277,0.10300545733978139,0.8043786820591531
308,31,20,85666.8625804789,171.3337251609578,0.08566686258047891,0.6456505236734894
309,31,21,97261.15504413821,194.52231008827644,0.09726115504413822,0.7809014112765489
310,31,22,107468.95190539317,214.93790381078637,0.10746895190539317,0.8347773911865322
311,31,23,101743.51328283717,203.48702656567437,0.10174351328283718,0.7995381021407523
312,31,24,97856.71593913746,195.71343187827492,0.09785671593913746,0.7604194784074911
313,32,1,53846.88781776868,107.69377563553735,0.053846887817768675,0.3280659481015721
314,32,2,52758.84219786711,105.51768439573421,0.052758842197867105,0.33066022027461994
315,32,3,52961.41346894091,105.92282693788182,0.05296141346894091,0.3226183034312082
316,32,4,50635.48843296322,101.27097686592643,0.05063548843296321,0.31258242601984765
317,32,5,54082.62191329012,108.16524382658022,0.054082621913290115,0.33219282015891294
318,32,6,50421.12001979966,100.84224003959933,0.05042112001979966,0.3037047542988447
319,32,7,52747.310090683335,105.49462018136668,0.05274731009068334,0.32450506710555677
320,32,8,49732.22106016726,99.46444212033452,0.04973222106016727,0.32256992850798016
321,32,9,49345.278709908154,98.69055741981633,0.04934527870990816,0.31843987140215224
322,32,10,40414.48856810756,101.0362214202689,0.05051811071013445,0.3290505640162106
323,32,11,37336.754392769384,93.34188598192347,0.04667094299096173,0.31032537020711476
324,32,12,37677.15432144752,94.1928858036188,0.04709644290180939,0.31354471306235976
325,32,13,46063.61855101049,92.12723710202098,0.046063618551010495,0.314271400747759
326,32,14,44564.325207157286,89.12865041431456,0.044564325207157286,0.31563474971254046
327,32,15,43502.10092830203,87.00420185660407,0.04350210092830203,0.31191735307492846
328,32,16,44470.853902285286,88.94170780457056,0.04447085390228528,0.3334266198992514
329,32,17,42524.412594468944,85.04882518893788,0.04252441259446894,0.31736159799530533
330,32,18,40542.3121326936,81.08462426538719,0.040542312132693596,0.3080611977135736
331,32,19,42218.64329405518,84.43728658811037,0.04221864329405518,0.329689101220874
332,32,20,41236.87658380705,82.47375316761409,0.04123687658380705,0.31079241329728674
333,32,21,40221.92511699787,80.44385023399575,0.04022192511699787,0.3229383619171434
334,32,22,39168.078992769144,78.33615798553828,0.03916807899276915,0.30424253907449716
335,32,23,40017.747283796976,80.03549456759396,0.04001774728379698,0.3144742370581432
336,32,24,41073.88287992623,82.14776575985245,0.04107388287992623,0.31917462481726505
337,33,1,19798.07575177282,39.59615150354563,0.019798075751772816,0.1206211678207485
338,33,2,19008.191883599695,38.01638376719939,0.019008191883599694,0.11913174462170843
339,33,3,18529.676691966448,37.0593533839329,0.01852967669196645,0.11287487372286256
340,33,4,20295.4823714924,40.59096474298481,0.020295482371492403,0.12528784284016614
341,33,5,20448.275974988035,40.896551949976065,0.020448275974988033,0.12559987336430858
342,33,6,20943.345877202035,41.88669175440406,0.020943345877202032,0.12614939357423335
343,33,7,18264.24426930054,36.52848853860108,0.01826424426930054,0.11236288262002765
344,33,8,19558.963849602256,39.117927699204515,0.019558963849602255,0.12686209133960502
345,33,9,18630.42880240969,37.260857604819385,0.018630428802409692,0.1202277402643398
346,33,10,14130.469399634914,35.32617349908728,0.01766308674954364,0.11504881270309728
347,33,11,12486.609524224623,31.216523810561558,0.01560826190528078,0.10378276811299657
